MatchID,Season,MatchWeek,Date,Time,HomeTeam,AwayTeam,FullTimeHomeTeamGoals,FullTimeAwayTeamGoals,FullTimeResult,HalfTimeHomeTeamGoals,HalfTimeAwayTeamGoals,HalfTimeResult,Referee,HomeTeamShots,AwayTeamShots,HomeTeamShotsOnTarget,AwayTeamShotsOnTarget,HomeTeamCorners,AwayTeamCorners,HomeTeamFouls,AwayTeamFouls,HomeTeamYellowCards,AwayTeamYellowCards,HomeTeamRedCards,AwayTeamRedCards,B365HomeTeam,B365Draw,B365AwayTeam,B365Over2.5Goals,B365Under2.5Goals,MarketMaxHomeTeam,MarketMaxDraw,MarketMaxAwayTeam,MarketAvgHomeTeam,MarketAvgDraw,MarketAvgAwayTeam,MarketMaxOver2.5Goals,MarketMaxUnder2.5Goals,MarketAvgOver2.5Goals,MarketAvgUnder2.5Goals,HomeTeamPoints,AwayTeamPoints
1993-1994_Arsenal_Coventry,1993-1994,1,1993-08-14,,Arsenal,Coventry,0,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Aston Villa_QPR,1993-1994,1,1993-08-14,,Aston Villa,QPR,4,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Chelsea_Blackburn,1993-1994,1,1993-08-14,,Chelsea,Blackburn,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Liverpool_Sheffield Weds,1993-1994,1,1993-08-14,,Liverpool,Sheffield Weds,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Man City_Leeds,1993-1994,1,1993-08-14,,Man City,Leeds,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Newcastle_Tottenham,1993-1994,1,1993-08-14,,Newcastle,Tottenham,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Oldham_Ipswich,1993-1994,1,1993-08-14,,Oldham,Ipswich,0,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Sheffield United_Swindon,1993-1994,1,1993-08-14,,Sheffield United,Swindon,3,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Southampton_Everton,1993-1994,1,1993-08-14,,Southampton,Everton,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_West Ham_Wimbledon,1993-1994,1,1993-08-14,,West Ham,Wimbledon,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Norwich_Man United,1993-1994,1,1993-08-15,,Norwich,Man United,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Tottenham_Arsenal,1993-1994,1,1993-08-16,,Tottenham,Arsenal,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Everton_Man City,1993-1994,1,1993-08-17,,Everton,Man City,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Ipswich_Southampton,1993-1994,1,1993-08-17,,Ipswich,Southampton,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Leeds_West Ham,1993-1994,1,1993-08-17,,Leeds,West Ham,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Wimbledon_Chelsea,1993-1994,1,1993-08-17,,Wimbledon,Chelsea,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Blackburn_Norwich,1993-1994,1,1993-08-18,,Blackburn,Norwich,2,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Coventry_Newcastle,1993-1994,1,1993-08-18,,Coventry,Newcastle,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Man United_Sheffield United,1993-1994,1,1993-08-18,,Man United,Sheffield United,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_QPR_Liverpool,1993-1994,1,1993-08-18,,QPR,Liverpool,1,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Sheffield Weds_Aston Villa,1993-1994,1,1993-08-18,,Sheffield Weds,Aston Villa,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Swindon_Oldham,1993-1994,1,1993-08-18,,Swindon,Oldham,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Blackburn_Oldham,1993-1994,2,1993-08-21,,Blackburn,Oldham,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Coventry_West Ham,1993-1994,2,1993-08-21,,Coventry,West Ham,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Everton_Sheffield United,1993-1994,2,1993-08-21,,Everton,Sheffield United,4,2,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Ipswich_Chelsea,1993-1994,2,1993-08-21,,Ipswich,Chelsea,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Leeds_Norwich,1993-1994,2,1993-08-21,,Leeds,Norwich,0,4,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Man United_Newcastle,1993-1994,2,1993-08-21,,Man United,Newcastle,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_QPR_Southampton,1993-1994,2,1993-08-21,,QPR,Southampton,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Sheffield Weds_Arsenal,1993-1994,2,1993-08-21,,Sheffield Weds,Arsenal,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Tottenham_Man City,1993-1994,2,1993-08-21,,Tottenham,Man City,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Wimbledon_Aston Villa,1993-1994,2,1993-08-21,,Wimbledon,Aston Villa,2,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Swindon_Liverpool,1993-1994,2,1993-08-22,,Swindon,Liverpool,0,5,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Aston Villa_Man United,1993-1994,2,1993-08-23,,Aston Villa,Man United,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Arsenal_Leeds,1993-1994,2,1993-08-24,,Arsenal,Leeds,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Man City_Blackburn,1993-1994,2,1993-08-24,,Man City,Blackburn,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Oldham_Coventry,1993-1994,2,1993-08-24,,Oldham,Coventry,3,3,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Sheffield United_Wimbledon,1993-1994,2,1993-08-24,,Sheffield United,Wimbledon,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Chelsea_QPR,1993-1994,2,1993-08-25,,Chelsea,QPR,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Liverpool_Tottenham,1993-1994,2,1993-08-25,,Liverpool,Tottenham,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Newcastle_Everton,1993-1994,2,1993-08-25,,Newcastle,Everton,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Norwich_Ipswich,1993-1994,2,1993-08-25,,Norwich,Ipswich,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Southampton_Swindon,1993-1994,2,1993-08-25,,Southampton,Swindon,5,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_West Ham_Sheffield Weds,1993-1994,2,1993-08-25,,West Ham,Sheffield Weds,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Man City_Coventry,1993-1994,3,1993-08-27,,Man City,Coventry,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Arsenal_Everton,1993-1994,3,1993-08-28,,Arsenal,Everton,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Aston Villa_Tottenham,1993-1994,3,1993-08-28,,Aston Villa,Tottenham,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Chelsea_Sheffield Weds,1993-1994,3,1993-08-28,,Chelsea,Sheffield Weds,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Liverpool_Leeds,1993-1994,3,1993-08-28,,Liverpool,Leeds,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Norwich_Swindon,1993-1994,3,1993-08-28,,Norwich,Swindon,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Oldham_Wimbledon,1993-1994,3,1993-08-28,,Oldham,Wimbledon,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Sheffield United_Ipswich,1993-1994,3,1993-08-28,,Sheffield United,Ipswich,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Southampton_Man United,1993-1994,3,1993-08-28,,Southampton,Man United,1,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_West Ham_QPR,1993-1994,3,1993-08-28,,West Ham,QPR,0,4,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Newcastle_Blackburn,1993-1994,3,1993-08-29,,Newcastle,Blackburn,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Leeds_Oldham,1993-1994,3,1993-08-30,,Leeds,Oldham,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Everton_Aston Villa,1993-1994,3,1993-08-31,,Everton,Aston Villa,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Ipswich_Newcastle,1993-1994,3,1993-08-31,,Ipswich,Newcastle,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Wimbledon_Southampton,1993-1994,3,1993-08-31,,Wimbledon,Southampton,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Blackburn_Arsenal,1993-1994,3,1993-09-01,,Blackburn,Arsenal,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Coventry_Liverpool,1993-1994,3,1993-09-01,,Coventry,Liverpool,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Man United_West Ham,1993-1994,3,1993-09-01,,Man United,West Ham,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_QPR_Sheffield United,1993-1994,3,1993-09-01,,QPR,Sheffield United,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Sheffield Weds_Norwich,1993-1994,3,1993-09-01,,Sheffield Weds,Norwich,3,3,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Swindon_Man City,1993-1994,3,1993-09-01,,Swindon,Man City,1,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Tottenham_Chelsea,1993-1994,3,1993-09-01,,Tottenham,Chelsea,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Arsenal_Ipswich,1993-1994,4,1993-09-11,,Arsenal,Ipswich,4,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Aston Villa_Coventry,1993-1994,4,1993-09-11,,Aston Villa,Coventry,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Chelsea_Man United,1993-1994,4,1993-09-11,,Chelsea,Man United,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Man City_QPR,1993-1994,4,1993-09-11,,Man City,QPR,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Norwich_Wimbledon,1993-1994,4,1993-09-11,,Norwich,Wimbledon,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Oldham_Everton,1993-1994,4,1993-09-11,,Oldham,Everton,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Sheffield United_Tottenham,1993-1994,4,1993-09-11,,Sheffield United,Tottenham,2,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Southampton_Leeds,1993-1994,4,1993-09-11,,Southampton,Leeds,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_West Ham_Swindon,1993-1994,4,1993-09-11,,West Ham,Swindon,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Liverpool_Blackburn,1993-1994,4,1993-09-12,,Liverpool,Blackburn,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Newcastle_Sheffield Weds,1993-1994,4,1993-09-13,,Newcastle,Sheffield Weds,4,2,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Blackburn_West Ham,1993-1994,5,1993-09-18,,Blackburn,West Ham,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Coventry_Chelsea,1993-1994,5,1993-09-18,,Coventry,Chelsea,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Everton_Liverpool,1993-1994,5,1993-09-18,,Everton,Liverpool,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Ipswich_Aston Villa,1993-1994,5,1993-09-18,,Ipswich,Aston Villa,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Leeds_Sheffield United,1993-1994,5,1993-09-18,,Leeds,Sheffield United,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_QPR_Norwich,1993-1994,5,1993-09-18,,QPR,Norwich,2,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Sheffield Weds_Southampton,1993-1994,5,1993-09-18,,Sheffield Weds,Southampton,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Swindon_Newcastle,1993-1994,5,1993-09-18,,Swindon,Newcastle,2,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Tottenham_Oldham,1993-1994,5,1993-09-18,,Tottenham,Oldham,5,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Man United_Arsenal,1993-1994,5,1993-09-19,,Man United,Arsenal,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Wimbledon_Man City,1993-1994,5,1993-09-20,,Wimbledon,Man City,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Arsenal_Southampton,1993-1994,6,1993-09-25,,Arsenal,Southampton,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Blackburn_Sheffield Weds,1993-1994,6,1993-09-25,,Blackburn,Sheffield Weds,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Chelsea_Liverpool,1993-1994,6,1993-09-25,,Chelsea,Liverpool,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Coventry_Leeds,1993-1994,6,1993-09-25,,Coventry,Leeds,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Everton_Norwich,1993-1994,6,1993-09-25,,Everton,Norwich,1,5,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Man United_Swindon,1993-1994,6,1993-09-25,,Man United,Swindon,4,2,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Newcastle_West Ham,1993-1994,6,1993-09-25,,Newcastle,West Ham,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Oldham_Aston Villa,1993-1994,6,1993-09-25,,Oldham,Aston Villa,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Sheffield United_Man City,1993-1994,6,1993-09-25,,Sheffield United,Man City,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Ipswich_Tottenham,1993-1994,6,1993-09-26,,Ipswich,Tottenham,2,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Wimbledon_QPR,1993-1994,6,1993-09-27,,Wimbledon,QPR,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Aston Villa_Newcastle,1993-1994,7,1993-10-02,,Aston Villa,Newcastle,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Leeds_Wimbledon,1993-1994,7,1993-10-02,,Leeds,Wimbledon,4,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Liverpool_Arsenal,1993-1994,7,1993-10-02,,Liverpool,Arsenal,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Norwich_Coventry,1993-1994,7,1993-10-02,,Norwich,Coventry,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_QPR_Ipswich,1993-1994,7,1993-10-02,,QPR,Ipswich,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Sheffield Weds_Man United,1993-1994,7,1993-10-02,,Sheffield Weds,Man United,2,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Southampton_Sheffield United,1993-1994,7,1993-10-02,,Southampton,Sheffield United,3,3,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Swindon_Blackburn,1993-1994,7,1993-10-02,,Swindon,Blackburn,1,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_West Ham_Chelsea,1993-1994,7,1993-10-02,,West Ham,Chelsea,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Tottenham_Everton,1993-1994,7,1993-10-03,,Tottenham,Everton,3,2,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Man City_Oldham,1993-1994,7,1993-10-04,,Man City,Oldham,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Arsenal_Man City,1993-1994,8,1993-10-16,,Arsenal,Man City,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Chelsea_Norwich,1993-1994,8,1993-10-16,,Chelsea,Norwich,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Coventry_Southampton,1993-1994,8,1993-10-16,,Coventry,Southampton,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Liverpool_Oldham,1993-1994,8,1993-10-16,,Liverpool,Oldham,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Man United_Tottenham,1993-1994,8,1993-10-16,,Man United,Tottenham,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Newcastle_QPR,1993-1994,8,1993-10-16,,Newcastle,QPR,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Sheffield Weds_Wimbledon,1993-1994,8,1993-10-16,,Sheffield Weds,Wimbledon,2,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Swindon_Everton,1993-1994,8,1993-10-16,,Swindon,Everton,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_West Ham_Aston Villa,1993-1994,8,1993-10-16,,West Ham,Aston Villa,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Ipswich_Leeds,1993-1994,8,1993-10-17,,Ipswich,Leeds,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Blackburn_Sheffield United,1993-1994,8,1993-10-18,,Blackburn,Sheffield United,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Aston Villa_Chelsea,1993-1994,9,1993-10-23,,Aston Villa,Chelsea,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Everton_Man United,1993-1994,9,1993-10-23,,Everton,Man United,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Leeds_Blackburn,1993-1994,9,1993-10-23,,Leeds,Blackburn,3,3,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Man City_Liverpool,1993-1994,9,1993-10-23,,Man City,Liverpool,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Norwich_West Ham,1993-1994,9,1993-10-23,,Norwich,West Ham,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Oldham_Arsenal,1993-1994,9,1993-10-23,,Oldham,Arsenal,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_QPR_Coventry,1993-1994,9,1993-10-23,,QPR,Coventry,5,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Sheffield United_Sheffield Weds,1993-1994,9,1993-10-23,,Sheffield United,Sheffield Weds,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Tottenham_Swindon,1993-1994,9,1993-10-23,,Tottenham,Swindon,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Southampton_Newcastle,1993-1994,9,1993-10-24,,Southampton,Newcastle,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Wimbledon_Ipswich,1993-1994,9,1993-10-25,,Wimbledon,Ipswich,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Arsenal_Norwich,1993-1994,10,1993-10-30,,Arsenal,Norwich,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Blackburn_Tottenham,1993-1994,10,1993-10-30,,Blackburn,Tottenham,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Chelsea_Oldham,1993-1994,10,1993-10-30,,Chelsea,Oldham,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Ipswich_Everton,1993-1994,10,1993-10-30,,Ipswich,Everton,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Liverpool_Southampton,1993-1994,10,1993-10-30,,Liverpool,Southampton,4,2,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Man United_QPR,1993-1994,10,1993-10-30,,Man United,QPR,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Newcastle_Wimbledon,1993-1994,10,1993-10-30,,Newcastle,Wimbledon,4,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Sheffield Weds_Leeds,1993-1994,10,1993-10-30,,Sheffield Weds,Leeds,3,3,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Swindon_Aston Villa,1993-1994,10,1993-10-30,,Swindon,Aston Villa,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Coventry_Sheffield United,1993-1994,10,1993-10-31,,Coventry,Sheffield United,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_West Ham_Man City,1993-1994,10,1993-11-01,,West Ham,Man City,3,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Arsenal_Aston Villa,1993-1994,11,1993-11-06,,Arsenal,Aston Villa,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Coventry_Everton,1993-1994,11,1993-11-06,,Coventry,Everton,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Ipswich_Sheffield Weds,1993-1994,11,1993-11-06,,Ipswich,Sheffield Weds,1,4,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Leeds_Chelsea,1993-1994,11,1993-11-06,,Leeds,Chelsea,4,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Liverpool_West Ham,1993-1994,11,1993-11-06,,Liverpool,West Ham,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_QPR_Blackburn,1993-1994,11,1993-11-06,,QPR,Blackburn,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Sheffield United_Norwich,1993-1994,11,1993-11-06,,Sheffield United,Norwich,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Southampton_Tottenham,1993-1994,11,1993-11-06,,Southampton,Tottenham,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Wimbledon_Swindon,1993-1994,11,1993-11-06,,Wimbledon,Swindon,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Man City_Man United,1993-1994,11,1993-11-07,,Man City,Man United,2,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Oldham_Newcastle,1993-1994,11,1993-11-08,,Oldham,Newcastle,1,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Aston Villa_Sheffield United,1993-1994,12,1993-11-20,,Aston Villa,Sheffield United,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Blackburn_Southampton,1993-1994,12,1993-11-20,,Blackburn,Southampton,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Chelsea_Arsenal,1993-1994,12,1993-11-20,,Chelsea,Arsenal,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Everton_QPR,1993-1994,12,1993-11-20,,Everton,QPR,0,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
