MatchID,Season,MatchWeek,Date,Time,HomeTeam,AwayTeam,FullTimeHomeTeamGoals,FullTimeAwayTeamGoals,FullTimeResult,HalfTimeHomeTeamGoals,HalfTimeAwayTeamGoals,HalfTimeResult,Referee,HomeTeamShots,AwayTeamShots,HomeTeamShotsOnTarget,AwayTeamShotsOnTarget,HomeTeamCorners,AwayTeamCorners,HomeTeamFouls,AwayTeamFouls,HomeTeamYellowCards,AwayTeamYellowCards,HomeTeamRedCards,AwayTeamRedCards,B365HomeTeam,B365Draw,B365AwayTeam,B365Over2.5Goals,B365Under2.5Goals,MarketMaxHomeTeam,MarketMaxDraw,MarketMaxAwayTeam,MarketAvgHomeTeam,MarketAvgDraw,MarketAvgAwayTeam,MarketMaxOver2.5Goals,MarketMaxUnder2.5Goals,MarketAvgOver2.5Goals,MarketAvgUnder2.5Goals,HomeTeamPoints,AwayTeamPoints
2008-2009_Arsenal_Newcastle,2008-2009,3,2008-08-30,,Arsenal,Newcastle,3,0,H,2,0,H,R Styles,20,4,14,2,12,1,12,11,2,2,0,0,1.44,4.0,9.0,,,,,,,,,,,,,3,0
2008-2009_Bolton_West Brom,2008-2009,3,2008-08-30,,Bolton,West Brom,0,0,D,0,0,D,K Stroud,18,12,9,7,7,5,18,16,2,2,0,0,1.83,3.5,4.5,,,,,,,,,,,,,1,1
2008-2009_Everton_Portsmouth,2008-2009,3,2008-08-30,,Everton,Portsmouth,0,3,A,0,2,A,M Halsey,16,6,7,5,4,3,5,11,1,0,0,0,2.1,3.3,3.75,,,,,,,,,,,,,0,3
2008-2009_Hull_Wigan,2008-2009,3,2008-08-30,,Hull,Wigan,0,5,A,0,2,A,M Jones,10,8,5,5,7,3,18,12,1,0,0,0,2.5,3.25,2.88,,,,,,,,,,,,,0,3
2008-2009_Middlesbrough_Stoke,2008-2009,3,2008-08-30,,Middlesbrough,Stoke,2,1,H,1,0,H,M Dean,21,7,12,2,4,5,14,18,2,4,0,1,1.57,3.6,7.0,,,,,,,,,,,,,3,0
2008-2009_West Ham_Blackburn,2008-2009,3,2008-08-30,,West Ham,Blackburn,4,1,H,2,1,H,M Riley,11,12,6,7,10,4,14,21,1,5,0,0,2.5,3.25,2.88,,,,,,,,,,,,,3,0
2008-2009_Aston Villa_Liverpool,2008-2009,3,2008-08-31,,Aston Villa,Liverpool,0,0,D,0,0,D,M Atkinson,5,8,2,3,5,8,9,13,0,2,0,0,3.0,3.25,2.4,,,,,,,,,,,,,1,1
2008-2009_Chelsea_Tottenham,2008-2009,3,2008-08-31,,Chelsea,Tottenham,1,1,D,1,1,D,H Webb,12,6,3,6,5,8,10,13,3,0,0,0,1.4,4.33,9.0,,,,,,,,,,,,,1,1
2008-2009_Sunderland_Man City,2008-2009,3,2008-08-31,,Sunderland,Man City,0,3,A,0,1,A,C Foy,10,9,4,8,3,3,20,11,4,2,0,0,2.2,3.3,3.4,,,,,,,,,,,,,0,3
2008-2009_Blackburn_Arsenal,2008-2009,4,2008-09-13,,Blackburn,Arsenal,0,4,A,0,2,A,M Dean,10,17,3,10,5,5,8,8,1,1,0,0,4.5,3.5,1.83,,,,,,,,,,,,,0,3
2008-2009_Fulham_Bolton,2008-2009,4,2008-09-13,,Fulham,Bolton,2,1,H,2,0,H,S Tanner,20,8,13,7,12,6,15,11,1,1,0,0,2.25,3.3,3.3,,,,,,,,,,,,,3,0
2008-2009_Liverpool_Man United,2008-2009,4,2008-09-13,,Liverpool,Man United,2,1,H,1,1,D,H Webb,16,7,11,3,5,4,10,18,0,3,0,1,3.0,3.0,2.6,,,,,,,,,,,,,3,0
2008-2009_Man City_Chelsea,2008-2009,4,2008-09-13,,Man City,Chelsea,1,3,A,1,1,D,M Halsey,13,18,7,8,8,5,14,10,0,1,0,1,4.33,3.3,1.91,,,,,,,,,,,,,0,3
2008-2009_Newcastle_Hull,2008-2009,4,2008-09-13,,Newcastle,Hull,1,2,A,0,1,A,A Marriner,13,8,4,4,5,3,13,17,0,2,1,0,1.62,3.75,5.75,,,,,,,,,,,,,0,3
2008-2009_Portsmouth_Middlesbrough,2008-2009,4,2008-09-13,,Portsmouth,Middlesbrough,2,1,H,0,1,A,S Attwell,21,7,12,3,3,2,8,6,2,1,0,0,2.0,3.5,3.75,,,,,,,,,,,,,3,0
2008-2009_West Brom_West Ham,2008-2009,4,2008-09-13,,West Brom,West Ham,3,2,H,2,2,D,L Probert,13,21,8,13,8,8,9,18,1,1,0,0,2.4,3.25,3.0,,,,,,,,,,,,,3,0
2008-2009_Wigan_Sunderland,2008-2009,4,2008-09-13,,Wigan,Sunderland,1,1,D,0,1,A,R Styles,12,6,8,5,8,6,10,9,1,1,1,0,2.05,3.3,4.0,,,,,,,,,,,,,1,1
2008-2009_Stoke_Everton,2008-2009,4,2008-09-14,,Stoke,Everton,2,3,A,0,1,A,A Wiley,12,8,7,5,7,8,10,19,2,1,0,0,3.4,3.4,2.2,,,,,,,,,,,,,0,3
2008-2009_Tottenham_Aston Villa,2008-2009,4,2008-09-15,,Tottenham,Aston Villa,1,2,A,0,1,A,S Bennett,17,17,10,13,12,8,15,12,1,4,0,0,2.1,3.3,3.6,,,,,,,,,,,,,0,3
2008-2009_Blackburn_Fulham,2008-2009,5,2008-09-20,,Blackburn,Fulham,1,0,H,0,0,D,L Probert,11,11,4,5,4,3,13,11,2,0,0,0,2.1,3.3,3.6,,,,,,,,,,,,,3,0
2008-2009_Bolton_Arsenal,2008-2009,5,2008-09-20,,Bolton,Arsenal,1,3,A,1,2,A,S Bennett,12,20,8,9,7,17,12,10,2,2,0,0,6.5,3.75,1.57,,,,,,,,,,,,,0,3
2008-2009_Liverpool_Stoke,2008-2009,5,2008-09-20,,Liverpool,Stoke,0,0,D,0,0,D,A Marriner,27,3,11,2,20,3,8,10,1,1,0,0,1.2,6.5,15.0,,,,,,,,,,,,,1,1
2008-2009_Sunderland_Middlesbrough,2008-2009,5,2008-09-20,,Sunderland,Middlesbrough,2,0,H,0,0,D,H Webb,17,14,11,11,8,7,9,16,2,3,0,0,2.38,3.1,3.2,,,,,,,,,,,,,3,0
2008-2009_West Ham_Newcastle,2008-2009,5,2008-09-20,,West Ham,Newcastle,3,1,H,2,0,H,P Dowd,12,11,6,8,2,6,8,21,1,2,0,0,2.1,3.3,3.6,,,,,,,,,,,,,3,0
2008-2009_Chelsea_Man United,2008-2009,5,2008-09-21,,Chelsea,Man United,1,1,D,0,1,A,M Riley,20,13,13,8,7,4,15,18,1,7,0,0,2.2,3.1,3.6,,,,,,,,,,,,,1,1
2008-2009_Hull_Everton,2008-2009,5,2008-09-21,,Hull,Everton,2,2,D,1,0,H,L Mason,9,17,5,8,4,6,11,12,0,1,0,0,3.1,3.4,2.3,,,,,,,,,,,,,1,1
2008-2009_Man City_Portsmouth,2008-2009,5,2008-09-21,,Man City,Portsmouth,6,0,H,2,0,H,A Wiley,14,10,10,4,8,5,13,14,0,1,0,0,2.0,3.3,4.0,,,,,,,,,,,,,3,0
2008-2009_Tottenham_Wigan,2008-2009,5,2008-09-21,,Tottenham,Wigan,0,0,D,0,0,D,S Tanner,11,14,4,6,3,4,13,12,2,2,0,0,1.73,3.6,5.0,,,,,,,,,,,,,1,1
2008-2009_West Brom_Aston Villa,2008-2009,5,2008-09-21,,West Brom,Aston Villa,1,2,A,1,2,A,M Dean,10,10,6,5,5,6,22,16,3,3,0,0,3.25,3.3,2.25,,,,,,,,,,,,,0,3
2008-2009_Arsenal_Hull,2008-2009,6,2008-09-27,,Arsenal,Hull,1,2,A,0,0,D,A Wiley,18,7,9,5,15,4,8,7,2,1,0,0,1.2,6.0,17.0,,,,,,,,,,,,,0,3
2008-2009_Aston Villa_Sunderland,2008-2009,6,2008-09-27,,Aston Villa,Sunderland,2,1,H,2,1,H,P Walton,12,9,8,3,5,5,8,9,1,1,0,0,1.57,3.75,6.5,,,,,,,,,,,,,3,0
2008-2009_Everton_Liverpool,2008-2009,6,2008-09-27,,Everton,Liverpool,0,2,A,0,0,D,M Riley,4,11,2,6,7,4,17,20,3,3,1,0,3.75,3.25,2.1,,,,,,,,,,,,,0,3
2008-2009_Fulham_West Ham,2008-2009,6,2008-09-27,,Fulham,West Ham,1,2,A,0,2,A,A Marriner,18,16,6,10,2,4,15,13,4,1,1,0,2.3,3.25,3.2,,,,,,,,,,,,,0,3
2008-2009_Man United_Bolton,2008-2009,6,2008-09-27,,Man United,Bolton,2,0,H,0,0,D,R Styles,31,10,24,5,16,4,8,10,0,3,0,0,1.22,6.0,15.0,,,,,,,,,,,,,3,0
2008-2009_Middlesbrough_West Brom,2008-2009,6,2008-09-27,,Middlesbrough,West Brom,0,1,A,0,0,D,C Foy,22,14,13,9,11,8,14,13,2,4,0,0,1.8,3.4,5.0,,,,,,,,,,,,,0,3
2008-2009_Newcastle_Blackburn,2008-2009,6,2008-09-27,,Newcastle,Blackburn,1,2,A,0,2,A,S Tanner,4,9,2,8,5,5,6,19,0,4,0,0,2.6,3.3,2.75,,,,,,,,,,,,,0,3
2008-2009_Stoke_Chelsea,2008-2009,6,2008-09-27,,Stoke,Chelsea,0,2,A,0,1,A,M Atkinson,5,14,2,9,5,5,9,6,2,1,0,0,9.0,4.75,1.36,,,,,,,,,,,,,0,3
2008-2009_Portsmouth_Tottenham,2008-2009,6,2008-09-28,,Portsmouth,Tottenham,2,0,H,1,0,H,M Dean,8,15,6,8,3,6,18,13,4,3,1,0,2.5,3.25,3.0,,,,,,,,,,,,,3,0
2008-2009_Wigan_Man City,2008-2009,6,2008-09-28,,Wigan,Man City,2,1,H,2,1,H,S Bennett,9,11,4,6,5,3,12,21,3,4,0,0,3.0,3.3,2.38,,,,,,,,,,,,,3,0
2008-2009_Blackburn_Man United,2008-2009,7,2008-10-04,,Blackburn,Man United,0,2,A,0,1,A,S Bennett,6,18,3,9,3,4,11,8,2,1,0,0,6.0,3.75,1.62,,,,,,,,,,,,,0,3
2008-2009_Sunderland_Arsenal,2008-2009,7,2008-10-04,,Sunderland,Arsenal,1,1,D,0,0,D,L Mason,8,13,5,7,1,7,10,11,3,5,0,0,6.0,3.75,1.62,,,,,,,,,,,,,1,1
2008-2009_West Brom_Fulham,2008-2009,7,2008-10-04,,West Brom,Fulham,1,0,H,0,0,D,P Dowd,13,14,8,5,8,6,10,13,2,1,0,0,2.25,3.25,3.25,,,,,,,,,,,,,3,0
2008-2009_Wigan_Middlesbrough,2008-2009,7,2008-10-04,,Wigan,Middlesbrough,0,1,A,0,0,D,M Atkinson,21,6,9,2,8,2,10,13,3,0,0,0,2.1,3.3,3.6,,,,,,,,,,,,,0,3
2008-2009_Chelsea_Aston Villa,2008-2009,7,2008-10-05,,Chelsea,Aston Villa,2,0,H,2,0,H,C Foy,27,8,15,3,7,1,11,13,0,3,0,0,1.5,4.0,7.0,,,,,,,,,,,,,3,0
2008-2009_Everton_Newcastle,2008-2009,7,2008-10-05,,Everton,Newcastle,2,2,D,2,1,H,H Webb,13,11,5,9,3,5,18,15,1,3,0,0,1.73,3.6,5.0,,,,,,,,,,,,,1,1
2008-2009_Man City_Liverpool,2008-2009,7,2008-10-05,,Man City,Liverpool,2,3,A,2,0,H,P Walton,7,14,5,7,1,7,11,12,1,1,1,0,3.2,3.3,2.25,,,,,,,,,,,,,0,3
2008-2009_Portsmouth_Stoke,2008-2009,7,2008-10-05,,Portsmouth,Stoke,2,1,H,1,0,H,A Marriner,17,8,11,5,2,5,7,15,0,3,0,0,1.67,3.4,6.0,,,,,,,,,,,,,3,0
2008-2009_Tottenham_Hull,2008-2009,7,2008-10-05,,Tottenham,Hull,0,1,A,0,1,A,R Styles,27,10,16,6,12,0,15,15,4,2,0,0,1.73,3.75,4.75,,,,,,,,,,,,,0,3
2008-2009_West Ham_Bolton,2008-2009,7,2008-10-05,,West Ham,Bolton,1,3,A,0,2,A,M Dean,13,12,5,6,7,7,15,8,4,3,0,0,1.83,3.4,4.75,,,,,,,,,,,,,0,3
2008-2009_Arsenal_Everton,2008-2009,8,2008-10-18,,Arsenal,Everton,3,1,H,0,1,A,P Walton,22,7,14,3,7,4,8,13,2,4,0,0,1.36,4.5,10.0,,,,,,,,,,,,,3,0
2008-2009_Aston Villa_Portsmouth,2008-2009,8,2008-10-18,,Aston Villa,Portsmouth,0,0,D,0,0,D,M Riley,10,8,3,3,11,2,18,19,1,3,0,1,1.83,3.25,5.0,,,,,,,,,,,,,1,1
2008-2009_Bolton_Blackburn,2008-2009,8,2008-10-18,,Bolton,Blackburn,0,0,D,0,0,D,H Webb,10,8,4,1,11,8,16,12,1,3,0,0,2.4,3.25,3.0,,,,,,,,,,,,,1,1
2008-2009_Fulham_Sunderland,2008-2009,8,2008-10-18,,Fulham,Sunderland,0,0,D,0,0,D,K Stroud,13,14,9,7,8,5,12,8,1,1,0,0,2.25,3.25,3.3,,,,,,,,,,,,,1,1
2008-2009_Liverpool_Wigan,2008-2009,8,2008-10-18,,Liverpool,Wigan,3,2,H,1,2,A,A Wiley,17,7,7,4,5,2,10,13,1,1,0,1,1.4,4.33,9.0,,,,,,,,,,,,,3,0
2008-2009_Man United_West Brom,2008-2009,8,2008-10-18,,Man United,West Brom,4,0,H,0,0,D,M Halsey,18,6,14,2,15,1,11,14,0,1,0,0,1.2,6.5,15.0,,,,,,,,,,,,,3,0
2008-2009_Middlesbrough_Chelsea,2008-2009,8,2008-10-18,,Middlesbrough,Chelsea,0,5,A,0,1,A,P Dowd,7,21,4,14,5,7,13,9,2,0,0,0,6.0,3.7,1.62,,,,,,,,,,,,,0,3
2008-2009_Hull_West Ham,2008-2009,8,2008-10-19,,Hull,West Ham,1,0,H,0,0,D,C Foy,12,14,4,5,3,5,11,11,2,1,0,0,2.62,3.25,2.75,,,,,,,,,,,,,3,0
2008-2009_Stoke_Tottenham,2008-2009,8,2008-10-19,,Stoke,Tottenham,2,1,H,1,1,D,L Mason,7,11,3,6,6,1,12,12,1,2,0,2,3.25,3.3,2.25,,,,,,,,,,,,,3,0
2008-2009_Newcastle_Man City,2008-2009,8,2008-10-20,,Newcastle,Man City,2,2,D,1,1,D,R Styles,6,20,2,8,5,10,15,15,0,2,1,0,3.0,3.25,2.4,,,,,,,,,,,,,1,1
2008-2009_Blackburn_Middlesbrough,2008-2009,9,2008-10-25,,Blackburn,Middlesbrough,1,1,D,0,0,D,M Dean,13,5,5,2,9,2,17,11,3,1,0,0,2.1,3.25,3.75,,,,,,,,,,,,,1,1
2008-2009_Everton_Man United,2008-2009,9,2008-10-25,,Everton,Man United,1,1,D,0,1,A,A Wiley,13,18,9,14,5,9,17,11,3,3,0,0,7.5,4.0,1.5,,,,,,,,,,,,,1,1
2008-2009_Sunderland_Newcastle,2008-2009,9,2008-10-25,,Sunderland,Newcastle,2,1,H,1,1,D,M Riley,14,10,3,5,2,4,11,11,1,2,0,0,2.2,3.3,3.4,,,,,,,,,,,,,3,0
2008-2009_West Brom_Hull,2008-2009,9,2008-10-25,,West Brom,Hull,0,3,A,0,0,D,L Probert,24,16,16,10,14,5,12,13,1,2,0,0,2.2,3.3,3.4,,,,,,,,,,,,,0,3
2008-2009_Chelsea_Liverpool,2008-2009,9,2008-10-26,,Chelsea,Liverpool,0,1,A,0,1,A,H Webb,14,8,5,3,4,2,17,13,3,3,0,0,1.91,3.25,4.5,,,,,,,,,,,,,0,3
2008-2009_Man City_Stoke,2008-2009,9,2008-10-26,,Man City,Stoke,3,0,H,1,0,H,S Tanner,18,9,12,6,6,8,12,16,1,0,0,0,1.44,4.33,7.5,,,,,,,,,,,,,3,0
2008-2009_Portsmouth_Fulham,2008-2009,9,2008-10-26,,Portsmouth,Fulham,1,1,D,0,0,D,M Halsey,21,9,12,5,8,6,7,7,0,0,0,0,1.83,3.5,4.5,,,,,,,,,,,,,1,1
2008-2009_Tottenham_Bolton,2008-2009,9,2008-10-26,,Tottenham,Bolton,2,0,H,1,0,H,A Marriner,19,10,9,3,3,4,9,16,0,3,0,1,2.05,3.3,4.0,,,,,,,,,,,,,3,0
2008-2009_West Ham_Arsenal,2008-2009,9,2008-10-26,,West Ham,Arsenal,0,2,A,0,0,D,P Dowd,7,20,3,10,4,9,13,9,2,3,1,0,6.0,3.75,1.62,,,,,,,,,,,,,0,3
2008-2009_Wigan_Aston Villa,2008-2009,9,2008-10-26,,Wigan,Aston Villa,0,4,A,0,1,A,M Jones,17,9,5,7,9,4,14,8,1,2,0,0,2.6,3.3,2.75,,,,,,,,,,,,,0,3
2008-2009_Newcastle_West Brom,2008-2009,10,2008-10-28,,Newcastle,West Brom,2,1,H,2,0,H,M Dean,10,14,5,4,7,8,13,11,0,4,0,0,1.83,3.5,4.5,,,,,,,,,,,,,3,0
2008-2009_Arsenal_Tottenham,2008-2009,10,2008-10-29,,Arsenal,Tottenham,4,4,D,1,1,D,M Atkinson,20,9,12,6,9,1,8,17,1,4,0,0,1.44,4.5,7.5,,,,,,,,,,,,,1,1
2008-2009_Aston Villa_Blackburn,2008-2009,10,2008-10-29,,Aston Villa,Blackburn,3,2,H,1,1,D,K Stroud,8,11,4,5,4,5,5,17,0,1,0,0,1.67,3.75,5.5,,,,,,,,,,,,,3,0
2008-2009_Bolton_Everton,2008-2009,10,2008-10-29,,Bolton,Everton,0,1,A,0,0,D,P Dowd,18,11,12,7,5,3,17,12,1,2,0,0,2.6,3.3,2.75,,,,,,,,,,,,,0,3
2008-2009_Fulham_Wigan,2008-2009,10,2008-10-29,,Fulham,Wigan,2,0,H,1,0,H,H Webb,7,5,2,2,2,2,9,14,0,2,0,0,2.38,3.3,3.0,,,,,,,,,,,,,3,0
2008-2009_Hull_Chelsea,2008-2009,10,2008-10-29,,Hull,Chelsea,0,3,A,0,1,A,A Marriner,10,27,5,11,5,5,11,13,0,2,0,0,8.0,4.33,1.44,,,,,,,,,,,,,0,3
2008-2009_Liverpool_Portsmouth,2008-2009,10,2008-10-29,,Liverpool,Portsmouth,1,0,H,0,0,D,S Tanner,21,4,10,1,7,1,13,12,0,3,0,0,1.33,5.0,10.0,,,,,,,,,,,,,3,0
2008-2009_Man United_West Ham,2008-2009,10,2008-10-29,,Man United,West Ham,2,0,H,2,0,H,P Walton,21,4,12,1,3,1,10,9,1,2,0,0,1.2,6.0,19.0,,,,,,,,,,,,,3,0
2008-2009_Middlesbrough_Man City,2008-2009,10,2008-10-29,,Middlesbrough,Man City,2,0,H,0,0,D,L Mason,5,13,3,8,3,3,10,15,1,3,0,0,2.88,3.3,2.5,,,,,,,,,,,,,3,0
2008-2009_Stoke_Sunderland,2008-2009,10,2008-10-29,,Stoke,Sunderland,1,0,H,0,0,D,C Foy,9,9,6,4,4,4,10,8,2,1,0,0,2.6,3.3,2.75,,,,,,,,,,,,,3,0
2008-2009_Chelsea_Sunderland,2008-2009,11,2008-11-01,,Chelsea,Sunderland,5,0,H,3,0,H,M Atkinson,17,1,11,0,4,0,5,11,0,1,0,0,1.17,6.5,21.0,,,,,,,,,,,,,3,0
2008-2009_Everton_Fulham,2008-2009,11,2008-11-01,,Everton,Fulham,1,0,H,0,0,D,L Mason,9,15,4,5,6,5,11,15,0,0,0,0,1.67,3.75,5.5,,,,,,,,,,,,,3,0
2008-2009_Man United_Hull,2008-2009,11,2008-11-01,,Man United,Hull,4,3,H,3,1,H,M Dean,20,11,11,7,9,1,12,13,2,2,0,0,1.17,7.0,17.0,,,,,,,,,,,,,3,0
2008-2009_Middlesbrough_West Ham,2008-2009,11,2008-11-01,,Middlesbrough,West Ham,1,1,D,0,1,A,A Marriner,11,13,7,8,5,4,10,14,3,4,0,0,2.0,3.3,4.0,,,,,,,,,,,,,1,1
2008-2009_Portsmouth_Wigan,2008-2009,11,2008-11-01,,Portsmouth,Wigan,1,2,A,0,1,A,P Walton,16,12,8,8,9,6,9,11,0,3,0,0,1.91,3.4,4.2,,,,,,,,,,,,,0,3
2008-2009_Stoke_Arsenal,2008-2009,11,2008-11-01,,Stoke,Arsenal,2,1,H,1,0,H,R Styles,7,13,5,6,3,5,11,7,4,2,0,1,8.0,4.5,1.4,,,,,,,,,,,,,3,0
2008-2009_Tottenham_Liverpool,2008-2009,11,2008-11-01,,Tottenham,Liverpool,2,1,H,0,1,A,P Dowd,8,14,4,6,4,4,18,13,1,2,0,0,3.5,3.3,2.1,,,,,,,,,,,,,3,0
2008-2009_West Brom_Blackburn,2008-2009,11,2008-11-01,,West Brom,Blackburn,2,2,D,0,1,A,M Jones,15,9,8,5,2,3,13,18,3,2,0,1,2.5,3.3,2.88,,,,,,,,,,,,,1,1
2008-2009_Bolton_Man City,2008-2009,11,2008-11-02,,Bolton,Man City,2,0,H,0,0,D,M Riley,20,11,12,6,6,1,15,20,1,1,0,0,3.0,3.3,2.38,,,,,,,,,,,,,3,0
2008-2009_Newcastle_Aston Villa,2008-2009,11,2008-11-03,,Newcastle,Aston Villa,2,0,H,0,0,D,S Bennett,11,6,7,1,2,6,13,21,4,3,0,0,3.0,3.3,2.38,,,,,,,,,,,,,3,0
2008-2009_Arsenal_Man United,2008-2009,12,2008-11-08,,Arsenal,Man United,2,1,H,1,0,H,H Webb,11,17,7,9,5,6,16,7,3,2,0,0,3.25,3.25,2.3,,,,,,,,,,,,,3,0
2008-2009_Hull_Bolton,2008-2009,12,2008-11-08,,Hull,Bolton,0,1,A,0,0,D,A Wiley,16,10,11,6,6,7,15,10,1,2,0,0,2.25,3.25,3.4,,,,,,,,,,,,,0,3
2008-2009_Liverpool_West Brom,2008-2009,12,2008-11-08,,Liverpool,West Brom,3,0,H,2,0,H,P Walton,11,4,10,2,3,7,10,8,2,1,0,0,1.2,6.0,19.0,,,,,,,,,,,,,3,0
2008-2009_Sunderland_Portsmouth,2008-2009,12,2008-11-08,,Sunderland,Portsmouth,1,2,A,1,0,H,S Bennett,9,10,6,5,8,3,8,10,2,1,0,0,2.38,3.3,3.0,,,,,,,,,,,,,0,3
2008-2009_West Ham_Everton,2008-2009,12,2008-11-08,,West Ham,Everton,1,3,A,0,0,D,M Halsey,15,12,13,7,9,4,9,10,1,1,0,0,2.6,3.25,2.8,,,,,,,,,,,,,0,3
2008-2009_Wigan_Stoke,2008-2009,12,2008-11-08,,Wigan,Stoke,0,0,D,0,0,D,M Riley,22,2,14,1,6,3,10,12,1,3,0,0,1.8,3.4,5.0,,,,,,,,,,,,,1,1
2008-2009_Aston Villa_Middlesbrough,2008-2009,12,2008-11-09,,Aston Villa,Middlesbrough,1,2,A,1,1,D,R Styles,14,15,9,8,7,4,13,5,2,2,0,0,1.7,3.8,5.0,,,,,,,,,,,,,0,3
2008-2009_Blackburn_Chelsea,2008-2009,12,2008-11-09,,Blackburn,Chelsea,0,2,A,0,1,A,C Foy,8,18,3,13,5,9,14,11,2,1,0,0,8.0,4.33,1.44,,,,,,,,,,,,,0,3
2008-2009_Fulham_Newcastle,2008-2009,12,2008-11-09,,Fulham,Newcastle,2,1,H,1,0,H,M Atkinson,11,13,6,7,6,1,13,11,2,2,0,0,2.38,3.25,3.1,,,,,,,,,,,,,3,0
2008-2009_Man City_Tottenham,2008-2009,12,2008-11-09,,Man City,Tottenham,1,2,A,1,1,D,M Dean,9,14,7,9,4,5,12,13,1,2,2,1,2.25,3.3,3.3,,,,,,,,,,,,,0,3
2008-2009_Arsenal_Aston Villa,2008-2009,13,2008-11-15,,Arsenal,Aston Villa,0,2,A,0,0,D,M Riley,11,9,8,6,8,5,9,22,2,4,0,0,1.5,4.0,7.0,,,,,,,,,,,,,0,3
2008-2009_Blackburn_Sunderland,2008-2009,13,2008-11-15,,Blackburn,Sunderland,1,2,A,1,0,H,S Tanner,16,10,8,6,11,9,9,9,3,4,0,0,2.0,3.4,3.8,,,,,,,,,,,,,0,3
2008-2009_Bolton_Liverpool,2008-2009,13,2008-11-15,,Bolton,Liverpool,0,2,A,0,1,A,R Styles,15,15,9,6,7,3,7,7,1,1,0,0,6.0,3.75,1.62,,,,,,,,,,,,,0,3
2008-2009_Fulham_Tottenham,2008-2009,13,2008-11-15,,Fulham,Tottenham,2,1,H,1,0,H,A Wiley,16,7,14,3,10,3,2,10,1,0,0,0,3.3,3.3,2.25,,,,,,,,,,,,,3,0
2008-2009_Man United_Stoke,2008-2009,13,2008-11-15,,Man United,Stoke,5,0,H,2,0,H,P Walton,21,3,15,1,3,0,5,15,1,2,0,0,1.14,7.5,23.0,,,,,,,,,,,,,3,0
2008-2009_Newcastle_Wigan,2008-2009,13,2008-11-15,,Newcastle,Wigan,2,2,D,0,1,A,A Marriner,17,12,9,7,4,10,9,12,1,3,0,1,2.1,3.3,3.6,,,,,,,,,,,,,1,1
2008-2009_West Brom_Chelsea,2008-2009,13,2008-11-15,,West Brom,Chelsea,0,3,A,0,3,A,S Bennett,13,15,3,9,3,10,7,10,0,3,0,0,12.0,5.0,1.3,,,,,,,,,,,,,0,3
2008-2009_West Ham_Portsmouth,2008-2009,13,2008-11-15,,West Ham,Portsmouth,0,0,D,0,0,D,M Atkinson,11,11,5,7,8,7,6,11,0,1,0,0,2.5,3.25,2.88,,,,,,,,,,,,,1,1
2008-2009_Everton_Middlesbrough,2008-2009,13,2008-11-16,,Everton,Middlesbrough,1,1,D,0,1,A,H Webb,15,11,7,3,11,1,11,13,0,2,0,0,1.83,3.5,4.5,,,,,,,,,,,,,1,1
2008-2009_Hull_Man City,2008-2009,13,2008-11-16,,Hull,Man City,2,2,D,1,2,A,P Dowd,11,12,6,8,3,6,15,16,2,3,0,0,2.88,3.25,2.5,,,,,,,,,,,,,1,1
2008-2009_Aston Villa_Man United,2008-2009,14,2008-11-22,,Aston Villa,Man United,0,0,D,0,0,D,C Foy,10,12,7,7,3,6,12,15,1,0,0,0,5.0,3.6,1.73,,,,,,,,,,,,,1,1
2008-2009_Chelsea_Newcastle,2008-2009,14,2008-11-22,,Chelsea,Newcastle,0,0,D,0,0,D,P Dowd,25,2,14,0,8,1,12,13,0,2,0,0,1.2,6.0,19.0,,,,,,,,,,,,,1,1
2008-2009_Liverpool_Fulham,2008-2009,14,2008-11-22,,Liverpool,Fulham,0,0,D,0,0,D,M Halsey,18,6,7,6,9,3,7,6,0,0,0,0,1.25,5.5,15.0,,,,,,,,,,,,,1,1
2008-2009_Man City_Arsenal,2008-2009,14,2008-11-22,,Man City,Arsenal,3,0,H,1,0,H,A Wiley,12,11,8,5,3,3,16,9,0,1,0,0,3.25,3.4,2.2,,,,,,,,,,,,,3,0
2008-2009_Middlesbrough_Bolton,2008-2009,14,2008-11-22,,Middlesbrough,Bolton,1,3,A,0,2,A,M Atkinson,18,11,5,5,8,0,10,15,2,5,0,0,1.91,3.4,4.33,,,,,,,,,,,,,0,3
2008-2009_Portsmouth_Hull,2008-2009,14,2008-11-22,,Portsmouth,Hull,2,2,D,1,0,H,S Attwell,14,13,7,6,7,7,13,13,2,1,0,0,1.8,3.6,4.5,,,,,,,,,,,,,1,1
2008-2009_Stoke_West Brom,2008-2009,14,2008-11-22,,Stoke,West Brom,1,0,H,0,0,D,L Mason,9,8,7,2,4,1,9,7,1,0,0,0,2.2,3.3,3.4,,,,,,,,,,,,,3,0
2008-2009_Sunderland_West Ham,2008-2009,14,2008-11-23,,Sunderland,West Ham,0,1,A,0,1,A,M Dean,17,10,6,5,4,2,13,16,2,1,0,0,2.1,3.4,3.5,,,,,,,,,,,,,0,3
2008-2009_Tottenham_Blackburn,2008-2009,14,2008-11-23,,Tottenham,Blackburn,1,0,H,1,0,H,H Webb,16,9,7,6,6,6,15,15,2,3,0,1,1.73,3.75,4.75,,,,,,,,,,,,,3,0
2008-2009_Wigan_Everton,2008-2009,14,2008-11-24,,Wigan,Everton,1,0,H,0,0,D,R Styles,12,7,6,2,3,3,8,7,0,0,0,0,2.5,3.3,2.88,,,,,,,,,,,,,3,0
