Season,HomeTeam,AwayTeam,FullTimeResult,HomeTeamRedCards,AwayTeamRedCards,B365HomeTeam,B365Draw,B365AwayTeam,B365Over2.5Goals,B365Under2.5Goals,Favourites,ROIonFavourites,ROIonUnderdogs,ROIonDraws,FavouriteXOdds,ROIonFavouriteX
2002-2003,Blackburn,Sunderland,D,0.0,0.0,1.727,3.25,4.333,,,Home,-100.0,-100.0,225.0,1.1277375929274662,12.773759292746618
2002-2003,Charlton,Chelsea,A,1.0,0.0,2.8,3.25,2.2,,,Away,120.00000000000004,-100.0,-100.0,1.311926605504587,31.192660550458697
2002-2003,Everton,Tottenham,D,0.0,0.0,2.25,3.25,2.75,,,Home,-100.0,-100.0,225.0,1.3295454545454546,32.95454545454547
2002-2003,Fulham,Bolton,H,0.0,0.0,1.727,3.25,4.333,,,Home,72.70000000000002,-100.0,-100.0,1.1277375929274662,12.773759292746618
2002-2003,Leeds,Man City,H,0.0,0.0,1.667,3.4,4.5,,,Home,66.70000000000002,-100.0,-100.0,1.1185711466350898,11.85711466350898
2002-2003,Man United,West Brom,H,0.0,1.0,1.2,5.0,12.0,,,Home,20.0,-100.0,-100.0,0.9677419354838708,-3.2258064516129252
2002-2003,Southampton,Middlesbrough,D,0.0,0.0,2.25,3.25,2.75,,,Home,-100.0,-100.0,225.0,1.3295454545454546,32.95454545454547
2002-2003,Arsenal,Birmingham,H,0.0,1.0,1.222,5.0,10.0,,,Home,22.200000000000003,-100.0,-100.0,0.981999357119897,-1.8000642880102902
2002-2003,Aston Villa,Liverpool,A,0.0,0.0,3.0,3.25,2.1,,,Away,110.0,-100.0,-100.0,1.2757009345794392,27.570093457943926
2002-2003,Newcastle,West Ham,H,0.0,0.0,1.571,3.4,5.5,,,Home,57.1,-100.0,-100.0,1.0745121705894185,7.45121705894185
2002-2003,Chelsea,Man United,D,0.0,0.0,2.75,3.25,2.25,,,Away,-100.0,-100.0,225.0,1.3295454545454546,32.95454545454547
2002-2003,Birmingham,Blackburn,A,0.0,0.0,2.625,3.2,2.375,,,Away,137.5,-100.0,-100.0,1.3632286995515694,36.32286995515693
2002-2003,Bolton,Charlton,A,0.0,0.0,2.1,3.25,3.0,,,Home,-100.0,200.0,-100.0,1.2757009345794392,-100.0
2002-2003,Liverpool,Southampton,H,0.0,0.0,1.333,4.333,7.5,,,Home,33.29999999999998,-100.0,-100.0,1.0193944581715495,1.9394458171549473
2002-2003,Man City,Newcastle,H,0.0,0.0,2.5,3.2,2.5,,,Away,-100.0,150.0,-100.0,1.4035087719298245,-100.0
2002-2003,Middlesbrough,Fulham,D,0.0,0.0,2.0,3.25,3.25,,,Home,-100.0,-100.0,225.0,1.238095238095238,23.809523809523796
2002-2003,Sunderland,Everton,A,0.0,0.0,2.1,3.0,3.25,,,Home,-100.0,225.0,-100.0,1.2352941176470589,-100.0
2002-2003,Tottenham,Aston Villa,H,0.0,0.0,1.833,3.25,3.75,,,Home,83.29999999999998,-100.0,-100.0,1.171994884910486,17.199488491048598
2002-2003,West Brom,Leeds,A,0.0,0.0,3.75,3.25,1.833,,,Away,83.29999999999998,-100.0,-100.0,1.171994884910486,17.199488491048598
2002-2003,West Ham,Arsenal,D,0.0,0.0,4.0,3.5,1.727,,,Away,-100.0,-100.0,250.0,1.1563994643198776,15.639946431987767
2002-2003,Arsenal,West Brom,H,0.0,0.0,1.17,5.5,13.0,,,Home,17.0,-100.0,-100.0,0.964767616191904,-3.5232383808096017
2002-2003,Charlton,Tottenham,A,0.0,0.0,2.4,3.2,2.6,,,Home,-100.0,160.0,-100.0,1.3714285714285712,-100.0
2002-2003,Aston Villa,Man City,H,0.0,0.0,2.2,3.25,2.8,,,Home,120.00000000000004,-100.0,-100.0,1.311926605504587,31.192660550458697
2002-2003,Blackburn,Liverpool,D,0.0,0.0,3.0,3.25,2.1,,,Away,-100.0,-100.0,225.0,1.2757009345794392,27.570093457943926
2002-2003,Everton,Birmingham,D,1.0,0.0,1.67,3.4,4.5,,,Home,-100.0,-100.0,240.0,1.119921104536489,11.992110453648891
2002-2003,Leeds,Sunderland,A,0.0,0.0,1.5,3.4,6.5,,,Home,-100.0,550.0,-100.0,1.0408163265306123,-100.0
2002-2003,Southampton,Chelsea,D,0.0,0.0,3.0,3.25,2.1,,,Away,-100.0,-100.0,225.0,1.2757009345794392,27.570093457943926
2002-2003,Birmingham,Leeds,H,0.0,0.0,4.0,3.25,1.8,,,Away,-100.0,300.0,-100.0,1.1584158415841583,-100.0
2002-2003,Man City,Everton,H,1.0,0.0,1.727,3.25,4.333,,,Home,72.70000000000002,-100.0,-100.0,1.1277375929274662,12.773759292746618
2002-2003,Middlesbrough,Blackburn,H,0.0,0.0,2.2,3.25,2.8,,,Home,120.00000000000004,-100.0,-100.0,1.311926605504587,31.192660550458697
2002-2003,Sunderland,Man United,D,0.0,1.0,5.0,3.4,1.615,,,Away,-100.0,-100.0,240.0,1.094915254237288,9.491525423728802
2002-2003,Tottenham,Southampton,H,0.0,1.0,1.667,3.4,4.5,,,Home,66.70000000000002,-100.0,-100.0,1.1185711466350898,11.85711466350898
2002-2003,West Brom,Fulham,H,0.0,0.0,2.625,3.2,2.375,,,Away,-100.0,162.5,-100.0,1.3632286995515694,-100.0
2002-2003,West Ham,Charlton,A,0.0,0.0,1.727,3.5,4.0,,,Home,-100.0,300.0,-100.0,1.1563994643198776,-100.0
2002-2003,Bolton,Aston Villa,H,0.0,0.0,2.5,3.0,2.625,,,Home,150.0,-100.0,-100.0,1.3636363636363635,36.363636363636346
2002-2003,Chelsea,Arsenal,D,0.0,1.0,3.0,3.0,2.25,,,Away,-100.0,-100.0,200.0,1.2857142857142858,28.571428571428584
2002-2003,Liverpool,Newcastle,D,0.0,0.0,1.615,3.4,5.0,,,Home,-100.0,-100.0,240.0,1.094915254237288,9.491525423728802
2002-2003,Man United,Middlesbrough,H,0.0,0.0,1.333,4.0,9.0,,,Home,33.29999999999998,-100.0,-100.0,0.9998124882805176,-0.01875117194823872
2002-2003,Arsenal,Man City,H,0.0,1.0,1.333,4.333,7.5,,,Home,33.29999999999998,-100.0,-100.0,1.0193944581715495,1.9394458171549473
2002-2003,Middlesbrough,Sunderland,H,0.0,0.0,2.1,3.0,3.25,,,Home,110.0,-100.0,-100.0,1.2352941176470589,23.529411764705884
2002-2003,Aston Villa,Charlton,H,0.0,0.0,1.8,3.25,4.0,,,Home,80.0,-100.0,-100.0,1.1584158415841583,15.841584158415827
2002-2003,Blackburn,Chelsea,A,0.0,0.0,2.5,3.2,2.5,,,Away,150.0,-100.0,-100.0,1.4035087719298245,40.35087719298244
2002-2003,Fulham,Tottenham,H,0.0,0.0,2.375,3.2,2.625,,,Home,137.5,-100.0,-100.0,1.3632286995515694,36.32286995515693
2002-2003,Liverpool,Birmingham,D,0.0,0.0,1.25,4.5,11.0,,,Home,-100.0,-100.0,350.0,0.9782608695652176,-2.1739130434782368
2002-2003,Man United,Bolton,A,0.0,0.0,1.2,5.5,10.0,,,Home,-100.0,900.0,-100.0,0.9850746268656716,-100.0
2002-2003,Newcastle,Leeds,A,0.0,0.0,2.1,3.25,3.0,,,Home,-100.0,200.0,-100.0,1.2757009345794392,-100.0
2002-2003,Southampton,Everton,H,0.0,0.0,2.0,3.25,3.25,,,Home,100.0,-100.0,-100.0,1.238095238095238,23.809523809523796
2002-2003,West Ham,West Brom,A,0.0,0.0,1.571,3.4,5.5,,,Home,-100.0,450.0,-100.0,1.0745121705894185,-100.0
2002-2003,Bolton,Liverpool,A,0.0,0.0,4.333,3.25,1.727,,,Away,72.70000000000002,-100.0,-100.0,1.1277375929274662,12.773759292746618
2002-2003,Charlton,Arsenal,A,0.0,0.0,5.0,3.4,1.615,,,Away,61.5,-100.0,-100.0,1.094915254237288,9.491525423728802
2002-2003,Chelsea,Newcastle,H,0.0,0.0,1.909,3.25,3.5,,,Home,90.9,-100.0,-100.0,1.2026070943981393,20.260709439813922
2002-2003,Everton,Middlesbrough,H,0.0,0.0,2.3,3.2,2.7,,,Home,129.99999999999997,-100.0,-100.0,1.338181818181818,33.818181818181785
2002-2003,Leeds,Man United,H,0.0,0.0,2.75,3.0,2.375,,,Away,-100.0,175.0,-100.0,1.3255813953488371,-100.0
2002-2003,Sunderland,Fulham,A,0.0,0.0,2.1,3.25,3.0,,,Home,-100.0,200.0,-100.0,1.2757009345794392,-100.0
2002-2003,West Brom,Southampton,H,0.0,1.0,2.25,3.25,2.75,,,Home,125.0,-100.0,-100.0,1.3295454545454546,32.95454545454547
2002-2003,Man City,Blackburn,D,1.0,0.0,1.909,3.25,3.5,,,Home,-100.0,-100.0,225.0,1.2026070943981393,20.260709439813922
2002-2003,Tottenham,West Ham,H,0.0,1.0,1.667,3.4,4.5,,,Home,66.70000000000002,-100.0,-100.0,1.1185711466350898,11.85711466350898
2002-2003,Birmingham,Aston Villa,H,0.0,0.0,2.5,3.0,2.625,,,Home,150.0,-100.0,-100.0,1.3636363636363635,36.363636363636346
2002-2003,Arsenal,Bolton,H,0.0,1.0,1.2,5.5,10.0,,,Home,20.0,-100.0,-100.0,0.9850746268656716,-1.492537313432834
2002-2003,Liverpool,West Brom,H,0.0,1.0,1.25,4.5,11.0,,,Home,25.0,-100.0,-100.0,0.9782608695652176,-2.1739130434782368
2002-2003,Man United,Tottenham,H,0.0,0.0,1.444,3.75,6.5,,,Home,44.400000000000006,-100.0,-100.0,1.042549095109742,4.254909510974201
2002-2003,Middlesbrough,Birmingham,H,0.0,0.0,1.667,3.4,4.5,,,Home,66.70000000000002,-100.0,-100.0,1.1185711466350898,11.85711466350898
2002-2003,Newcastle,Sunderland,H,0.0,0.0,1.727,3.2,4.5,,,Home,72.70000000000002,-100.0,-100.0,1.121656180231378,12.165618023137796
2002-2003,Southampton,Charlton,D,0.0,0.0,2.0,3.25,3.25,,,Home,-100.0,-100.0,225.0,1.238095238095238,23.809523809523796
2002-2003,West Ham,Man City,D,0.0,0.0,2.1,3.25,3.0,,,Home,-100.0,-100.0,225.0,1.2757009345794392,27.570093457943926
2002-2003,Aston Villa,Everton,H,0.0,0.0,1.833,3.25,3.75,,,Home,83.29999999999998,-100.0,-100.0,1.171994884910486,17.199488491048598
2002-2003,Blackburn,Leeds,H,0.0,0.0,2.75,3.25,2.25,,,Away,-100.0,175.0,-100.0,1.3295454545454546,-100.0
2002-2003,Fulham,Chelsea,D,0.0,0.0,2.625,3.0,2.5,,,Away,-100.0,-100.0,200.0,1.3636363636363635,36.363636363636346
2002-2003,Birmingham,Newcastle,A,0.0,0.0,2.625,3.2,2.375,,,Away,137.5,-100.0,-100.0,1.3632286995515694,36.32286995515693
2002-2003,Bolton,Southampton,D,0.0,0.0,2.0,3.25,3.25,,,Home,-100.0,-100.0,225.0,1.238095238095238,23.809523809523796
2002-2003,Charlton,Man United,A,0.0,0.0,4.5,3.4,1.667,,,Away,66.70000000000002,-100.0,-100.0,1.1185711466350898,11.85711466350898
2002-2003,Chelsea,West Ham,A,0.0,0.0,1.571,3.4,5.5,,,Home,-100.0,450.0,-100.0,1.0745121705894185,-100.0
2002-2003,Everton,Fulham,H,0.0,0.0,2.25,3.25,2.75,,,Home,125.0,-100.0,-100.0,1.3295454545454546,32.95454545454547
2002-2003,Leeds,Arsenal,A,0.0,0.0,3.0,3.25,2.1,,,Away,110.0,-100.0,-100.0,1.2757009345794392,27.570093457943926
2002-2003,Man City,Liverpool,A,0.0,0.0,2.8,3.25,2.2,,,Away,120.00000000000004,-100.0,-100.0,1.311926605504587,31.192660550458697
2002-2003,Sunderland,Aston Villa,H,0.0,0.0,2.375,3.0,2.75,,,Home,137.5,-100.0,-100.0,1.3255813953488371,32.55813953488371
2002-2003,Tottenham,Middlesbrough,A,0.0,0.0,1.833,3.25,3.75,,,Home,-100.0,275.0,-100.0,1.171994884910486,-100.0
2002-2003,West Brom,Blackburn,A,0.0,0.0,2.6,3.2,2.4,,,Away,140.0,-100.0,-100.0,1.3714285714285712,37.14285714285711
2002-2003,Middlesbrough,Bolton,H,0.0,0.0,1.533,3.5,5.5,,,Home,53.29999999999998,-100.0,-100.0,1.0660639777468706,6.6063977746870535
2002-2003,Newcastle,West Brom,H,0.0,0.0,1.4,3.75,7.5,,,Home,40.0,-100.0,-100.0,1.019417475728155,1.9417475728155154
2002-2003,Southampton,Man City,H,1.0,0.0,2.3,3.2,2.7,,,Home,129.99999999999997,-100.0,-100.0,1.338181818181818,33.818181818181785
2002-2003,West Ham,Birmingham,A,0.0,0.0,1.727,3.25,4.333,,,Home,-100.0,333.3,-100.0,1.1277375929274662,-100.0
2002-2003,Arsenal,Sunderland,H,0.0,0.0,1.167,5.5,13.0,,,Home,16.700000000000003,-100.0,-100.0,0.9627268636568173,-3.7273136343182784
2002-2003,Aston Villa,Leeds,D,0.0,0.0,2.6,3.2,2.4,,,Away,-100.0,-100.0,220.0,1.3714285714285712,37.14285714285711
2002-2003,Blackburn,Tottenham,A,0.0,0.0,2.1,3.25,3.0,,,Home,-100.0,200.0,-100.0,1.2757009345794392,-100.0
2002-2003,Fulham,Charlton,H,0.0,0.0,1.667,3.4,4.5,,,Home,66.70000000000002,-100.0,-100.0,1.1185711466350898,11.85711466350898
2002-2003,Liverpool,Chelsea,H,0.0,0.0,1.727,3.25,4.333,,,Home,72.70000000000002,-100.0,-100.0,1.1277375929274662,12.773759292746618
2002-2003,Man United,Everton,H,0.0,1.0,1.3,4.5,8.0,,,Home,30.0,-100.0,-100.0,1.0086206896551726,0.8620689655172669
2002-2003,Blackburn,Newcastle,H,0.0,1.0,2.3,3.2,2.7,,,Home,129.99999999999997,-100.0,-100.0,1.338181818181818,33.818181818181785
2002-2003,Everton,Arsenal,H,0.0,0.0,5.5,3.5,1.533,,,Away,-100.0,450.0,-100.0,1.0660639777468706,-100.0
2002-2003,Fulham,Man United,D,0.0,0.0,4.333,3.25,1.727,,,Away,-100.0,-100.0,225.0,1.1277375929274662,12.773759292746618
2002-2003,Leeds,Liverpool,A,0.0,0.0,2.75,3.0,2.375,,,Away,137.5,-100.0,-100.0,1.3255813953488371,32.55813953488371
2002-2003,Man City,Chelsea,A,0.0,0.0,2.6,3.2,2.4,,,Away,140.0,-100.0,-100.0,1.3714285714285712,37.14285714285711
2002-2003,Sunderland,West Ham,A,0.0,0.0,2.0,3.25,3.25,,,Home,-100.0,225.0,-100.0,1.238095238095238,-100.0
2002-2003,West Brom,Birmingham,D,0.0,1.0,2.375,3.0,2.75,,,Home,-100.0,-100.0,200.0,1.3255813953488371,32.55813953488371
2002-2003,Charlton,Middlesbrough,H,0.0,0.0,2.8,3.2,2.25,,,Away,-100.0,180.0,-100.0,1.3211009174311927,-100.0
2002-2003,Tottenham,Bolton,H,0.0,0.0,1.533,3.5,5.5,,,Home,53.29999999999998,-100.0,-100.0,1.0660639777468706,6.6063977746870535
2002-2003,Aston Villa,Southampton,A,1.0,0.0,1.727,3.25,4.333,,,Home,-100.0,333.3,-100.0,1.1277375929274662,-100.0
2002-2003,Fulham,West Ham,A,1.0,0.0,1.8,3.25,4.0,,,Home,-100.0,300.0,-100.0,1.1584158415841583,-100.0
2002-2003,Arsenal,Blackburn,A,0.0,1.0,1.3,4.5,8.0,,,Home,-100.0,700.0,-100.0,1.0086206896551726,-100.0
2002-2003,Birmingham,Man City,A,0.0,0.0,2.1,3.25,3.0,,,Home,-100.0,200.0,-100.0,1.2757009345794392,-100.0
2002-2003,Chelsea,West Brom,H,0.0,0.0,1.4,3.75,7.5,,,Home,40.0,-100.0,-100.0,1.019417475728155,1.9417475728155154
2002-2003,Liverpool,Tottenham,H,0.0,0.0,1.533,3.5,5.5,,,Home,53.29999999999998,-100.0,-100.0,1.0660639777468706,6.6063977746870535
2002-2003,Man United,Aston Villa,D,0.0,0.0,1.3,4.5,8.0,,,Home,-100.0,-100.0,350.0,1.0086206896551726,0.8620689655172669
2002-2003,Middlesbrough,Leeds,D,1.0,1.0,2.2,3.25,2.8,,,Home,-100.0,-100.0,225.0,1.311926605504587,31.192660550458697
2002-2003,Newcastle,Charlton,H,0.0,0.0,1.533,3.5,5.5,,,Home,53.29999999999998,-100.0,-100.0,1.0660639777468706,6.6063977746870535
2002-2003,Southampton,Fulham,H,0.0,0.0,2.375,3.2,2.625,,,Home,137.5,-100.0,-100.0,1.3632286995515694,36.32286995515693
2002-2003,West Ham,Everton,A,0.0,0.0,2.0,3.25,3.25,,,Home,-100.0,225.0,-100.0,1.238095238095238,-100.0
2002-2003,Bolton,Sunderland,D,0.0,0.0,2.1,3.25,3.0,,,Home,-100.0,-100.0,225.0,1.2757009345794392,27.570093457943926
2002-2003,Birmingham,Bolton,H,0.0,1.0,1.909,3.25,3.5,,,Home,90.9,-100.0,-100.0,1.2026070943981393,20.260709439813922
2002-2003,Liverpool,West Ham,H,0.0,0.0,1.333,4.333,7.5,,,Home,33.29999999999998,-100.0,-100.0,1.0193944581715495,1.9394458171549473
2002-2003,Man United,Southampton,H,0.0,0.0,1.333,4.333,7.5,,,Home,33.29999999999998,-100.0,-100.0,1.0193944581715495,1.9394458171549473
2002-2003,West Brom,Man City,A,0.0,0.0,2.4,3.2,2.6,,,Home,-100.0,160.0,-100.0,1.3714285714285712,-100.0
2002-2003,Blackburn,Aston Villa,D,0.0,0.0,1.727,3.25,4.333,,,Home,-100.0,-100.0,225.0,1.1277375929274662,12.773759292746618
2002-2003,Charlton,Sunderland,D,0.0,0.0,1.909,3.25,3.5,,,Home,-100.0,-100.0,225.0,1.2026070943981393,20.260709439813922
2002-2003,Fulham,Arsenal,A,0.0,0.0,4.5,3.4,1.667,,,Away,66.70000000000002,-100.0,-100.0,1.1185711466350898,11.85711466350898
2002-2003,Leeds,Everton,A,0.0,0.0,1.727,3.25,4.333,,,Home,-100.0,333.3,-100.0,1.1277375929274662,-100.0
2002-2003,Tottenham,Chelsea,D,0.0,0.0,2.3,3.2,2.7,,,Home,-100.0,-100.0,220.0,1.338181818181818,33.818181818181785
2002-2003,Newcastle,Middlesbrough,H,0.0,1.0,2.0,3.25,3.25,,,Home,100.0,-100.0,-100.0,1.238095238095238,23.809523809523796
2002-2003,Arsenal,Newcastle,H,0.0,0.0,1.5,3.5,6.0,,,Home,50.0,-100.0,-100.0,1.05,5.0
2002-2003,Aston Villa,Fulham,H,0.0,0.0,2.2,3.25,2.8,,,Home,120.00000000000004,-100.0,-100.0,1.311926605504587,31.192660550458697
2002-2003,Bolton,West Brom,D,1.0,0.0,2.0,3.25,3.25,,,Home,-100.0,-100.0,225.0,1.238095238095238,23.809523809523796
2002-2003,Chelsea,Birmingham,H,0.0,0.0,1.444,3.75,6.5,,,Home,44.400000000000006,-100.0,-100.0,1.042549095109742,4.254909510974201
2002-2003,Everton,Charlton,H,0.0,0.0,1.667,3.4,4.5,,,Home,66.70000000000002,-100.0,-100.0,1.1185711466350898,11.85711466350898
2002-2003,Man City,Man United,H,0.0,0.0,3.5,3.25,1.909,,,Away,-100.0,250.0,-100.0,1.2026070943981393,-100.0
2002-2003,Middlesbrough,Liverpool,H,0.0,0.0,3.25,3.25,2.0,,,Away,-100.0,225.0,-100.0,1.238095238095238,-100.0
2002-2003,Southampton,Blackburn,D,0.0,1.0,2.25,3.25,2.75,,,Home,-100.0,-100.0,225.0,1.3295454545454546,32.95454545454547
2002-2003,Sunderland,Tottenham,H,0.0,0.0,2.7,3.2,2.3,,,Away,-100.0,170.0,-100.0,1.338181818181818,-100.0
2002-2003,West Ham,Leeds,A,0.0,0.0,2.375,3.2,2.625,,,Home,-100.0,162.5,-100.0,1.3632286995515694,-100.0
2002-2003,Arsenal,Tottenham,H,0.0,1.0,1.533,3.5,5.5,1.72,2.0,Home,53.29999999999998,-100.0,-100.0,1.0660639777468706,6.6063977746870535
2002-2003,Chelsea,Middlesbrough,H,0.0,0.0,1.727,3.2,4.5,1.8,1.9,Home,72.70000000000002,-100.0,-100.0,1.121656180231378,12.165618023137796
2002-2003,Man City,Charlton,A,0.0,0.0,1.667,3.4,4.5,1.83,1.83,Home,-100.0,350.0,-100.0,1.1185711466350898,-100.0
2002-2003,Newcastle,Southampton,H,0.0,0.0,1.615,3.4,5.0,1.72,2.0,Home,61.5,-100.0,-100.0,1.094915254237288,9.491525423728802
2002-2003,West Brom,Aston Villa,D,0.0,0.0,2.625,3.0,2.5,2.2,1.61,Away,-100.0,-100.0,200.0,1.3636363636363635,36.363636363636346
2002-2003,Birmingham,Fulham,D,0.0,2.0,2.3,3.2,2.7,2.0,1.72,Home,-100.0,-100.0,220.0,1.338181818181818,33.818181818181785
2002-2003,Blackburn,Everton,A,0.0,0.0,2.1,3.25,3.0,1.9,1.8,Home,-100.0,200.0,-100.0,1.2757009345794392,-100.0
2002-2003,Leeds,Bolton,A,0.0,0.0,1.5,3.5,6.0,1.83,1.83,Home,-100.0,500.0,-100.0,1.05,-100.0
2002-2003,Liverpool,Sunderland,D,0.0,0.0,1.364,4.0,7.5,1.9,1.8,Home,-100.0,-100.0,300.0,1.0171513795674871,1.7151379567487197
2002-2003,West Ham,Man United,D,0.0,0.0,4.0,3.25,1.8,1.8,1.9,Away,-100.0,-100.0,225.0,1.1584158415841583,15.841584158415827
2002-2003,Aston Villa,West Ham,H,0.0,0.0,1.8,3.25,4.0,2.1,1.66,Home,80.0,-100.0,-100.0,1.1584158415841583,15.841584158415827
2002-2003,Bolton,Chelsea,D,0.0,1.0,3.5,3.25,1.909,1.9,1.8,Away,-100.0,-100.0,225.0,1.2026070943981393,20.260709439813922
2002-2003,Everton,West Brom,H,0.0,0.0,1.444,3.6,7.0,2.0,1.72,Home,44.400000000000006,-100.0,-100.0,1.030610626486915,3.061062648691504
2002-2003,Fulham,Liverpool,H,1.0,0.0,3.75,3.25,1.833,1.9,1.8,Away,-100.0,275.0,-100.0,1.171994884910486,-100.0
2002-2003,Man United,Newcastle,H,0.0,0.0,1.615,3.4,5.0,1.72,2.0,Home,61.5,-100.0,-100.0,1.094915254237288,9.491525423728802
2002-2003,Middlesbrough,Man City,H,0.0,1.0,1.727,3.25,4.333,2.0,1.72,Home,72.70000000000002,-100.0,-100.0,1.1277375929274662,12.773759292746618
2002-2003,Southampton,Arsenal,H,0.0,1.0,4.333,3.25,1.727,1.8,1.9,Away,-100.0,333.3,-100.0,1.1277375929274662,-100.0
2002-2003,Sunderland,Birmingham,A,0.0,0.0,1.909,3.25,3.5,2.2,1.61,Home,-100.0,250.0,-100.0,1.2026070943981393,-100.0
2002-2003,Charlton,Blackburn,H,0.0,0.0,2.4,3.2,2.6,2.0,1.72,Home,140.0,-100.0,-100.0,1.3714285714285712,37.14285714285711
2002-2003,Tottenham,Leeds,H,0.0,0.0,2.1,3.25,3.0,1.83,1.83,Home,110.0,-100.0,-100.0,1.2757009345794392,27.570093457943926
2002-2003,Arsenal,Aston Villa,H,0.0,0.0,1.333,4.0,9.0,1.8,1.9,Home,33.29999999999998,-100.0,-100.0,0.9998124882805176,-0.01875117194823872
2002-2003,Birmingham,Tottenham,D,0.0,0.0,2.6,3.2,2.4,2.0,1.72,Away,-100.0,-100.0,220.0,1.3714285714285712,37.14285714285711
2002-2003,Blackburn,Fulham,H,0.0,0.0,2.0,3.25,3.25,1.9,1.8,Home,100.0,-100.0,-100.0,1.238095238095238,23.809523809523796
2002-2003,Chelsea,Sunderland,H,0.0,0.0,1.4,3.75,7.5,1.83,1.83,Home,40.0,-100.0,-100.0,1.019417475728155,1.9417475728155154
2002-2003,Man City,Bolton,H,0.0,0.0,1.8,3.25,4.0,1.83,1.83,Home,80.0,-100.0,-100.0,1.1584158415841583,15.841584158415827
2002-2003,West Brom,Middlesbrough,H,0.0,0.0,2.7,3.2,2.3,2.1,1.66,Away,-100.0,170.0,-100.0,1.338181818181818,-100.0
2002-2003,Leeds,Charlton,A,0.0,0.0,1.8,3.25,4.0,1.9,1.8,Home,-100.0,300.0,-100.0,1.1584158415841583,-100.0
2002-2003,Liverpool,Man United,A,0.0,0.0,2.3,3.2,2.7,1.72,2.0,Home,-100.0,170.0,-100.0,1.338181818181818,-100.0
2002-2003,Newcastle,Everton,H,0.0,1.0,1.909,3.25,3.5,1.8,1.9,Home,90.9,-100.0,-100.0,1.2026070943981393,20.260709439813922
2002-2003,West Ham,Southampton,A,0.0,0.0,2.25,3.25,2.75,2.0,1.72,Home,-100.0,175.0,-100.0,1.3295454545454546,-100.0
2002-2003,Aston Villa,Newcastle,A,0.0,0.0,2.375,3.2,2.625,1.9,1.8,Home,-100.0,162.5,-100.0,1.3632286995515694,-100.0
2002-2003,Bolton,Blackburn,D,0.0,0.0,2.6,3.2,2.4,1.83,1.83,Away,-100.0,-100.0,220.0,1.3714285714285712,37.14285714285711
2002-2003,Charlton,Liverpool,H,0.0,0.0,3.5,3.25,1.909,1.9,1.8,Away,-100.0,250.0,-100.0,1.2026070943981393,-100.0
2002-2003,Everton,Chelsea,A,1.0,0.0,2.5,3.2,2.5,1.83,1.83,Away,150.0,-100.0,-100.0,1.4035087719298245,40.35087719298244
2002-2003,Fulham,Leeds,H,0.0,0.0,2.1,3.25,3.0,1.9,1.8,Home,110.0,-100.0,-100.0,1.2757009345794392,27.570093457943926
2002-2003,Man United,Arsenal,H,0.0,0.0,2.25,3.25,2.75,1.72,2.0,Home,125.0,-100.0,-100.0,1.3295454545454546,32.95454545454547
2002-2003,Middlesbrough,West Ham,D,0.0,0.0,1.615,3.4,5.0,1.9,1.8,Home,-100.0,-100.0,240.0,1.094915254237288,9.491525423728802
2002-2003,Southampton,Birmingham,H,0.0,0.0,1.727,3.5,4.0,2.1,1.66,Home,72.70000000000002,-100.0,-100.0,1.1563994643198776,15.639946431987767
2002-2003,Tottenham,West Brom,H,0.0,0.0,1.444,3.6,7.0,1.9,1.8,Home,44.400000000000006,-100.0,-100.0,1.030610626486915,3.061062648691504
2002-2003,Sunderland,Man City,A,0.0,0.0,2.3,3.2,2.7,2.1,1.66,Home,-100.0,170.0,-100.0,1.338181818181818,-100.0
2002-2003,Aston Villa,West Brom,H,1.0,0.0,1.8,3.25,4.0,2.1,1.66,Home,80.0,-100.0,-100.0,1.1584158415841583,15.841584158415827
2002-2003,Charlton,Man City,D,0.0,0.0,2.1,3.25,3.0,1.9,1.8,Home,-100.0,-100.0,225.0,1.2757009345794392,27.570093457943926
2002-2003,Everton,Blackburn,H,0.0,1.0,1.833,3.25,3.75,1.83,1.83,Home,83.29999999999998,-100.0,-100.0,1.171994884910486,17.199488491048598
2002-2003,Man United,West Ham,H,0.0,0.0,1.286,4.5,9.0,1.66,2.1,Home,28.599999999999994,-100.0,-100.0,1.00017283097131,0.01728309713099918
2002-2003,Middlesbrough,Chelsea,D,0.0,0.0,2.625,3.2,2.375,1.9,1.8,Away,-100.0,-100.0,220.0,1.3632286995515694,36.32286995515693
2002-2003,Southampton,Newcastle,D,0.0,0.0,2.3,3.2,2.7,1.8,1.9,Home,-100.0,-100.0,220.0,1.338181818181818,33.818181818181785
2002-2003,Fulham,Birmingham,A,0.0,1.0,1.8,3.25,4.0,2.0,1.72,Home,-100.0,300.0,-100.0,1.1584158415841583,-100.0
2002-2003,Sunderland,Liverpool,H,0.0,0.0,4.333,3.25,1.727,2.0,1.72,Away,-100.0,333.3,-100.0,1.1277375929274662,-100.0
2002-2003,Tottenham,Arsenal,D,0.0,0.0,3.0,3.1,2.2,1.72,2.0,Away,-100.0,-100.0,210.0,1.2867924528301886,28.679245283018872
2002-2003,Bolton,Leeds,A,0.0,0.0,2.4,3.2,2.6,1.9,1.8,Home,-100.0,160.0,-100.0,1.3714285714285712,-100.0
2002-2003,Arsenal,Middlesbrough,H,0.0,1.0,1.4,3.75,7.5,1.72,2.0,Home,40.0,-100.0,-100.0,1.019417475728155,1.9417475728155154
