Season,HomeTeam,AwayTeam,FullTimeResult,HomeTeamRedCards,AwayTeamRedCards,B365HomeTeam,B365Draw,B365AwayTeam,B365Over2.5Goals,B365Under2.5Goals,Favourites,ROIonFavourites,ROIonUnderdogs,ROIonDraws,FavouriteXOdds,ROIonFavouriteX
2004-2005,Bolton,Man United,D,0.0,0.0,3.75,3.5,1.909,1.95,1.85,Away,-100.0,-100.0,250.0,1.2352560547236089,23.525605472360894
2004-2005,Fulham,Arsenal,A,0.0,0.0,7.0,3.6,1.533,1.61,2.25,Away,53.29999999999998,-100.0,-100.0,1.0751607247223844,7.516072472238449
2004-2005,Liverpool,West Brom,H,0.0,0.0,1.444,3.75,8.5,1.8,2.0,Home,44.400000000000006,-100.0,-100.0,1.042549095109742,4.254909510974201
2004-2005,Man City,Everton,A,0.0,1.0,1.909,3.1,4.333,1.85,1.95,Home,-100.0,333.3,-100.0,1.1814533839089638,-100.0
2004-2005,Middlesbrough,Birmingham,H,0.0,0.0,1.909,3.1,4.333,2.05,1.75,Home,90.9,-100.0,-100.0,1.1814533839089638,18.145338390896384
2004-2005,Newcastle,Blackburn,H,0.0,0.0,1.667,3.4,5.5,1.75,2.05,Home,66.70000000000002,-100.0,-100.0,1.1185711466350898,11.85711466350898
2004-2005,Portsmouth,Crystal Palace,H,0.0,0.0,1.8,3.5,4.333,1.85,1.95,Home,80.0,-100.0,-100.0,1.1886792452830188,18.867924528301884
2004-2005,Tottenham,Norwich,D,0.0,0.0,1.571,3.5,6.5,1.9,1.9,Home,-100.0,-100.0,250.0,1.084302898836521,8.430289883652108
2004-2005,Charlton,Southampton,D,0.0,0.0,1.833,3.3,4.333,1.9,1.9,Home,-100.0,-100.0,230.0,1.1784336645236704,17.843366452367036
2004-2005,Arsenal,Bolton,D,0.0,0.0,1.25,5.0,13.0,1.65,2.2,Home,-100.0,-100.0,400.0,1.0,0.0
2004-2005,Birmingham,Charlton,D,1.0,0.0,1.9,3.1,4.33,2.05,1.75,Home,-100.0,-100.0,210.0,1.178,17.799999999999997
2004-2005,Blackburn,Portsmouth,H,0.0,0.0,2.2,3.25,3.2,1.95,1.85,Home,120.00000000000004,-100.0,-100.0,1.311926605504587,31.192660550458697
2004-2005,Crystal Palace,Man City,A,0.0,0.0,2.6,3.2,2.62,1.95,1.85,Home,-100.0,162.0,-100.0,1.4344827586206896,-100.0
2004-2005,Norwich,Aston Villa,D,0.0,0.0,2.75,3.2,2.5,1.95,1.85,Away,-100.0,-100.0,220.0,1.4035087719298245,40.35087719298244
2004-2005,West Brom,Fulham,D,1.0,2.0,2.5,3.2,2.75,2.05,1.75,Home,-100.0,-100.0,220.0,1.4035087719298245,40.35087719298244
2004-2005,Chelsea,Tottenham,D,0.0,0.0,1.5,3.6,7.5,1.95,1.85,Home,-100.0,-100.0,260.0,1.0588235294117647,5.882352941176478
2004-2005,Everton,Middlesbrough,H,0.0,0.0,2.5,3.2,2.75,2.0,1.8,Home,150.0,-100.0,-100.0,1.4035087719298245,40.35087719298244
2004-2005,Southampton,Newcastle,A,0.0,0.0,2.87,3.25,2.37,2.0,1.8,Away,137.0,-100.0,-100.0,1.3705516014234875,37.05516014234874
2004-2005,Man United,Liverpool,H,0.0,0.0,2.0,3.2,3.75,2.0,1.8,Home,100.0,-100.0,-100.0,1.2307692307692308,23.07692307692308
2004-2005,Aston Villa,Crystal Palace,D,0.0,0.0,1.5,3.6,7.5,1.9,1.9,Home,-100.0,-100.0,260.0,1.0588235294117647,5.882352941176478
2004-2005,Bolton,Birmingham,D,0.0,0.0,2.0,3.2,3.75,2.05,1.75,Home,-100.0,-100.0,220.0,1.2307692307692308,23.07692307692308
2004-2005,Fulham,Southampton,H,0.0,0.0,2.0,3.2,3.75,2.05,1.75,Home,100.0,-100.0,-100.0,1.2307692307692308,23.07692307692308
2004-2005,Liverpool,Norwich,H,0.0,0.0,1.4,4.0,9.0,1.9,1.9,Home,40.0,-100.0,-100.0,1.037037037037037,3.7037037037036953
2004-2005,Man City,Arsenal,A,0.0,0.0,6.5,3.5,1.57,1.65,2.2,Away,57.0,-100.0,-100.0,1.0838264299802762,8.38264299802762
2004-2005,Middlesbrough,Chelsea,A,0.0,0.0,3.5,3.2,2.1,2.1,1.7,Away,110.0,-100.0,-100.0,1.2679245283018867,26.79245283018868
2004-2005,Newcastle,West Brom,H,0.0,1.0,1.5,3.75,7.0,1.85,1.95,Home,50.0,-100.0,-100.0,1.0714285714285714,7.142857142857139
2004-2005,Tottenham,Man United,A,0.0,0.0,3.4,3.25,2.1,1.95,1.85,Away,110.0,-100.0,-100.0,1.2757009345794392,27.570093457943926
2004-2005,Portsmouth,Everton,A,0.0,0.0,2.25,3.2,3.1,1.95,1.85,Home,-100.0,210.0,-100.0,1.3211009174311927,-100.0
2004-2005,Charlton,Blackburn,H,0.0,0.0,2.1,3.25,3.4,2.0,1.8,Home,110.0,-100.0,-100.0,1.2757009345794392,27.570093457943926
2004-2005,Arsenal,Charlton,H,0.0,0.0,1.28,5.0,10.0,1.7,2.1,Home,28.0,-100.0,-100.0,1.019108280254777,1.9108280254777128
2004-2005,Blackburn,Aston Villa,D,0.0,0.0,2.37,3.25,2.87,2.1,1.7,Home,-100.0,-100.0,225.0,1.3705516014234875,37.05516014234874
2004-2005,Everton,Tottenham,A,0.0,0.0,2.25,3.2,3.1,2.15,1.66,Home,-100.0,210.0,-100.0,1.3211009174311927,-100.0
2004-2005,Norwich,Portsmouth,D,0.0,0.0,2.37,3.25,2.87,2.05,1.75,Home,-100.0,-100.0,225.0,1.3705516014234875,37.05516014234874
2004-2005,Southampton,Man City,D,0.0,0.0,2.37,3.25,2.87,2.05,1.75,Home,-100.0,-100.0,225.0,1.3705516014234875,37.05516014234874
2004-2005,West Brom,Bolton,H,0.0,0.0,2.75,3.2,2.5,2.0,1.8,Away,-100.0,175.0,-100.0,1.4035087719298245,-100.0
2004-2005,Birmingham,Newcastle,D,0.0,0.0,2.62,3.2,2.6,2.05,1.75,Away,-100.0,-100.0,220.0,1.4344827586206896,43.448275862068954
2004-2005,Chelsea,Liverpool,H,0.0,0.0,1.8,3.1,5.0,2.1,1.7,Home,80.0,-100.0,-100.0,1.1387755102040815,13.877551020408148
2004-2005,Man United,Middlesbrough,D,0.0,0.0,1.4,4.0,9.0,1.8,2.0,Home,-100.0,-100.0,300.0,1.037037037037037,3.7037037037036953
2004-2005,Crystal Palace,Fulham,H,0.0,1.0,2.62,3.2,2.6,2.05,1.75,Away,-100.0,162.0,-100.0,1.4344827586206896,-100.0
2004-2005,Arsenal,Aston Villa,H,0.0,0.0,1.3,5.0,9.5,1.75,2.05,Home,30.0,-100.0,-100.0,1.031746031746032,3.174603174603206
2004-2005,Birmingham,Man United,D,0.0,0.0,5.5,3.2,1.72,2.0,1.8,Away,-100.0,-100.0,220.0,1.11869918699187,11.86991869918701
2004-2005,Blackburn,Middlesbrough,A,1.0,0.0,2.5,3.2,2.75,2.05,1.75,Home,-100.0,175.0,-100.0,1.4035087719298245,-100.0
2004-2005,Bolton,Crystal Palace,H,0.0,0.0,1.61,3.6,5.5,1.9,1.9,Home,61.0,-100.0,-100.0,1.1124760076775433,11.247600767754335
2004-2005,Everton,Southampton,H,0.0,0.0,1.72,3.4,5.0,2.1,1.7,Home,72.0,-100.0,-100.0,1.1421875,14.218749999999986
2004-2005,Fulham,Liverpool,A,0.0,1.0,3.4,3.25,2.1,2.05,1.75,Away,110.0,-100.0,-100.0,1.2757009345794392,27.570093457943926
2004-2005,Man City,Chelsea,H,0.0,0.0,5.5,3.2,1.72,2.1,1.7,Away,-100.0,450.0,-100.0,1.11869918699187,-100.0
2004-2005,West Brom,Norwich,D,0.0,0.0,2.1,3.25,3.4,2.05,1.75,Home,-100.0,-100.0,225.0,1.2757009345794392,27.570093457943926
2004-2005,Charlton,Newcastle,D,0.0,0.0,2.75,3.2,2.5,1.9,1.9,Away,-100.0,-100.0,220.0,1.4035087719298245,40.35087719298244
2004-2005,Portsmouth,Tottenham,H,0.0,0.0,2.6,3.2,2.62,2.1,1.7,Home,160.0,-100.0,-100.0,1.4344827586206896,43.448275862068954
2004-2005,Aston Villa,Fulham,H,0.0,0.0,1.8,3.3,4.5,2.0,1.8,Home,80.0,-100.0,-100.0,1.1647058823529413,16.47058823529413
2004-2005,Chelsea,Blackburn,H,0.0,0.0,1.28,5.0,10.0,1.95,1.85,Home,28.0,-100.0,-100.0,1.019108280254777,1.9108280254777128
2004-2005,Crystal Palace,West Brom,H,0.0,0.0,2.3,3.25,3.0,2.1,1.7,Home,129.99999999999997,-100.0,-100.0,1.3468468468468466,34.68468468468467
2004-2005,Liverpool,Charlton,H,0.0,0.0,1.5,3.6,7.5,1.95,1.85,Home,50.0,-100.0,-100.0,1.0588235294117647,5.882352941176478
2004-2005,Norwich,Everton,A,0.0,0.0,2.75,3.2,2.5,2.2,1.65,Away,150.0,-100.0,-100.0,1.4035087719298245,40.35087719298244
2004-2005,Tottenham,Bolton,A,0.0,0.0,1.9,3.25,4.0,2.15,1.66,Home,-100.0,300.0,-100.0,1.199029126213592,-100.0
2004-2005,Man United,Arsenal,H,0.0,0.0,2.62,3.0,2.75,2.0,1.8,Home,162.0,-100.0,-100.0,1.3985765124555165,39.857651245551665
2004-2005,Middlesbrough,Portsmouth,D,0.0,0.0,1.66,3.4,5.5,2.0,1.8,Home,-100.0,-100.0,240.0,1.1154150197628458,11.541501976284579
2004-2005,Newcastle,Man City,H,0.0,0.0,1.66,3.4,5.5,1.95,1.85,Home,66.0,-100.0,-100.0,1.1154150197628458,11.541501976284579
2004-2005,Southampton,Birmingham,D,0.0,0.0,2.5,3.2,2.75,2.2,1.65,Home,-100.0,-100.0,220.0,1.4035087719298245,40.35087719298244
2004-2005,Arsenal,Southampton,D,0.0,0.0,1.16,6.5,15.0,1.66,2.15,Home,-100.0,-100.0,550.0,0.9843342036553524,-1.566579634464759
2004-2005,Birmingham,Crystal Palace,A,0.0,0.0,1.83,3.25,4.5,2.2,1.65,Home,-100.0,350.0,-100.0,1.170767716535433,-100.0
2004-2005,Blackburn,Liverpool,D,0.0,0.0,5.0,3.1,1.8,1.95,1.85,Away,-100.0,-100.0,210.0,1.1387755102040815,13.877551020408148
2004-2005,Charlton,Middlesbrough,A,0.0,0.0,2.6,3.2,2.62,2.15,1.66,Home,-100.0,162.0,-100.0,1.4344827586206896,-100.0
2004-2005,Everton,Aston Villa,D,0.0,0.0,2.1,3.2,3.5,2.15,1.66,Home,-100.0,-100.0,220.0,1.2679245283018867,26.79245283018868
2004-2005,Fulham,Tottenham,H,0.0,0.0,2.5,3.2,2.75,2.15,1.66,Home,150.0,-100.0,-100.0,1.4035087719298245,40.35087719298244
2004-2005,Portsmouth,Man United,H,0.0,0.0,5.5,3.4,1.66,2.0,1.8,Away,-100.0,450.0,-100.0,1.1154150197628458,-100.0
2004-2005,West Brom,Chelsea,A,0.0,0.0,7.5,4.0,1.44,2.05,1.75,Away,44.0,-100.0,-100.0,1.0588235294117647,5.882352941176478
2004-2005,Bolton,Newcastle,H,0.0,0.0,2.5,3.2,2.75,1.95,1.85,Home,150.0,-100.0,-100.0,1.4035087719298245,40.35087719298244
2004-2005,Man City,Norwich,D,0.0,0.0,1.72,3.4,5.0,2.05,1.75,Home,-100.0,-100.0,240.0,1.1421875,14.218749999999986
2004-2005,Aston Villa,Portsmouth,H,0.0,0.0,1.83,3.3,4.33,2.15,1.66,Home,83.0,-100.0,-100.0,1.1771929824561405,17.71929824561404
2004-2005,Chelsea,Everton,H,0.0,0.0,1.4,4.0,9.0,2.05,1.75,Home,40.0,-100.0,-100.0,1.037037037037037,3.7037037037036953
2004-2005,Crystal Palace,Arsenal,D,0.0,0.0,7.5,4.0,1.44,1.75,2.05,Away,-100.0,-100.0,300.0,1.0588235294117647,5.882352941176478
2004-2005,Liverpool,Birmingham,A,0.0,0.0,1.5,3.6,7.5,2.05,1.75,Home,-100.0,650.0,-100.0,1.0588235294117647,-100.0
2004-2005,Norwich,Blackburn,D,0.0,1.0,2.3,3.25,3.0,2.05,1.75,Home,-100.0,-100.0,225.0,1.3468468468468466,34.68468468468467
2004-2005,Southampton,West Brom,D,0.0,0.0,2.0,3.2,3.75,2.2,1.65,Home,-100.0,-100.0,220.0,1.2307692307692308,23.07692307692308
2004-2005,Tottenham,Charlton,A,0.0,1.0,1.9,3.1,4.33,2.15,1.66,Home,-100.0,333.0,-100.0,1.178,-100.0
2004-2005,Man United,Man City,D,1.0,0.0,1.4,4.0,9.0,1.8,2.0,Home,-100.0,-100.0,300.0,1.037037037037037,3.7037037037036953
2004-2005,Middlesbrough,Bolton,D,0.0,1.0,2.0,3.2,3.75,2.05,1.75,Home,-100.0,-100.0,220.0,1.2307692307692308,23.07692307692308
2004-2005,Newcastle,Fulham,A,0.0,0.0,1.57,3.5,6.5,1.8,2.0,Home,-100.0,550.0,-100.0,1.0838264299802762,-100.0
2004-2005,Birmingham,Everton,A,1.0,0.0,2.37,3.1,3.0,2.2,1.65,Home,-100.0,200.0,-100.0,1.3431444241316273,-100.0
2004-2005,Bolton,Aston Villa,A,0.0,0.0,2.25,3.2,3.1,2.1,1.7,Home,-100.0,210.0,-100.0,1.3211009174311927,-100.0
2004-2005,Charlton,Norwich,H,0.0,0.0,1.8,3.1,5.0,2.1,1.7,Home,80.0,-100.0,-100.0,1.1387755102040815,13.877551020408148
2004-2005,Fulham,Chelsea,A,0.0,0.0,6.0,3.2,1.66,2.1,1.7,Away,66.0,-100.0,-100.0,1.0930041152263374,9.300411522633738
2004-2005,Liverpool,Crystal Palace,H,0.0,0.0,1.5,3.5,8.0,2.05,1.75,Home,50.0,-100.0,-100.0,1.05,5.0
2004-2005,Man City,Blackburn,D,1.0,0.0,1.8,3.4,4.5,2.05,1.75,Home,-100.0,-100.0,240.0,1.1769230769230767,17.69230769230768
2004-2005,Southampton,Portsmouth,H,0.0,0.0,2.4,3.2,2.87,2.15,1.66,Home,140.0,-100.0,-100.0,1.3714285714285712,37.14285714285711
2004-2005,Tottenham,Arsenal,A,0.0,0.0,5.5,3.2,1.72,1.95,1.85,Away,72.0,-100.0,-100.0,1.11869918699187,11.86991869918701
2004-2005,Newcastle,Man United,A,0.0,0.0,3.0,3.25,2.3,2.0,1.8,Away,129.99999999999997,-100.0,-100.0,1.3468468468468466,34.68468468468467
2004-2005,West Brom,Middlesbrough,A,0.0,0.0,3.1,3.1,2.3,2.05,1.75,Away,129.99999999999997,-100.0,-100.0,1.3203703703703702,32.03703703703701
2004-2005,Arsenal,West Brom,D,0.0,0.0,1.16,6.5,15.0,1.6,2.3,Home,-100.0,-100.0,550.0,0.9843342036553524,-1.566579634464759
2004-2005,Chelsea,Bolton,D,0.0,0.0,1.36,4.33,9.0,2.05,1.75,Home,-100.0,-100.0,333.0,1.03493848857645,3.4938488576450055
2004-2005,Crystal Palace,Newcastle,A,0.0,0.0,3.1,3.2,2.25,1.95,1.85,Away,125.0,-100.0,-100.0,1.3211009174311927,32.110091743119284
2004-2005,Everton,Fulham,H,0.0,0.0,1.83,3.25,4.5,2.1,1.7,Home,83.0,-100.0,-100.0,1.170767716535433,17.076771653543304
2004-2005,Man United,Charlton,H,0.0,0.0,1.33,4.5,9.5,1.8,2.0,Home,33.0,-100.0,-100.0,1.0265866209262435,2.658662092624354
2004-2005,Middlesbrough,Liverpool,H,0.0,0.0,2.5,3.2,2.75,2.15,1.66,Home,150.0,-100.0,-100.0,1.4035087719298245,40.35087719298244
2004-2005,Norwich,Southampton,H,0.0,0.0,2.37,3.1,3.0,2.15,1.66,Home,137.0,-100.0,-100.0,1.3431444241316273,34.31444241316274
2004-2005,Portsmouth,Man City,A,0.0,0.0,2.3,3.25,3.0,2.1,1.7,Home,-100.0,200.0,-100.0,1.3468468468468466,-100.0
2004-2005,Blackburn,Birmingham,D,0.0,0.0,2.3,3.1,3.1,2.25,1.61,Home,-100.0,-100.0,210.0,1.3203703703703702,32.03703703703701
2004-2005,Aston Villa,Tottenham,H,0.0,0.0,2.0,3.2,3.75,2.15,1.66,Home,100.0,-100.0,-100.0,1.2307692307692308,23.07692307692308
2004-2005,Birmingham,Norwich,D,0.0,0.0,1.83,3.25,4.5,2.15,1.66,Home,-100.0,-100.0,225.0,1.170767716535433,17.076771653543304
2004-2005,Bolton,Portsmouth,A,0.0,0.0,1.61,3.4,6.0,2.0,1.8,Home,-100.0,500.0,-100.0,1.0926147704590818,-100.0
2004-2005,Charlton,Chelsea,A,0.0,0.0,6.5,3.5,1.57,2.05,1.75,Away,57.0,-100.0,-100.0,1.0838264299802762,8.38264299802762
2004-2005,Fulham,Blackburn,A,1.0,0.0,1.9,3.3,4.0,2.0,1.8,Home,-100.0,300.0,-100.0,1.2057692307692307,-100.0
2004-2005,Man City,Aston Villa,H,0.0,1.0,2.3,3.25,3.0,2.15,1.66,Home,129.99999999999997,-100.0,-100.0,1.3468468468468466,34.68468468468467
2004-2005,Southampton,Crystal Palace,D,0.0,0.0,2.0,3.2,3.75,2.1,1.7,Home,-100.0,-100.0,220.0,1.2307692307692308,23.07692307692308
2004-2005,West Brom,Man United,A,0.0,0.0,7.0,3.6,1.53,1.95,1.85,Away,53.0,-100.0,-100.0,1.0736842105263158,7.368421052631575
2004-2005,Liverpool,Arsenal,H,0.0,0.0,3.4,3.25,2.1,2.05,1.75,Away,-100.0,240.0,-100.0,1.2757009345794392,-100.0
2004-2005,Newcastle,Everton,D,0.0,0.0,1.83,3.25,4.5,1.95,1.85,Home,-100.0,-100.0,225.0,1.170767716535433,17.076771653543304
2004-2005,Tottenham,Middlesbrough,H,0.0,1.0,2.5,3.1,2.8,2.0,1.8,Home,150.0,-100.0,-100.0,1.3839285714285714,38.39285714285714
2004-2005,Arsenal,Birmingham,H,0.0,0.0,1.33,4.5,9.5,1.85,1.95,Home,33.0,-100.0,-100.0,1.0265866209262435,2.658662092624354
2004-2005,Aston Villa,Liverpool,D,0.0,0.0,2.5,3.2,2.75,2.2,1.65,Home,-100.0,-100.0,220.0,1.4035087719298245,40.35087719298244
2004-2005,Blackburn,Tottenham,A,0.0,0.0,2.5,3.2,2.75,2.1,1.7,Home,-100.0,175.0,-100.0,1.4035087719298245,-100.0
2004-2005,Chelsea,Newcastle,H,0.0,0.0,1.44,4.0,7.5,2.05,1.75,Home,44.0,-100.0,-100.0,1.0588235294117647,5.882352941176478
2004-2005,Everton,Bolton,H,0.0,0.0,2.0,3.2,3.75,2.2,1.65,Home,100.0,-100.0,-100.0,1.2307692307692308,23.07692307692308
2004-2005,Man United,Southampton,H,0.0,0.0,1.22,5.5,13.0,1.75,2.05,Home,22.0,-100.0,-100.0,0.9985119047619048,-0.1488095238095184
2004-2005,Norwich,Fulham,A,0.0,0.0,2.37,3.25,2.87,2.0,1.8,Home,-100.0,187.0,-100.0,1.3705516014234875,-100.0
2004-2005,Portsmouth,West Brom,H,0.0,0.0,1.83,3.3,4.33,2.0,1.8,Home,83.0,-100.0,-100.0,1.1771929824561405,17.71929824561404
2004-2005,Crystal Palace,Charlton,A,0.0,0.0,2.37,3.2,2.9,2.1,1.7,Home,-100.0,190.0,-100.0,1.361579892280072,-100.0
2004-2005,Middlesbrough,Man City,H,0.0,0.0,1.83,3.25,4.5,2.05,1.75,Home,83.0,-100.0,-100.0,1.170767716535433,17.076771653543304
2004-2005,Crystal Palace,Blackburn,D,0.0,1.0,2.3,3.25,3.0,2.15,1.66,Home,-100.0,-100.0,225.0,1.3468468468468466,34.68468468468467
2004-2005,Everton,Liverpool,H,0.0,0.0,2.6,3.2,2.62,2.2,1.65,Home,160.0,-100.0,-100.0,1.4344827586206896,43.448275862068954
2004-2005,Man City,Tottenham,A,0.0,0.0,2.1,3.25,3.4,2.2,1.65,Home,-100.0,240.0,-100.0,1.2757009345794392,-100.0
2004-2005,Newcastle,Portsmouth,D,0.0,0.0,1.57,3.5,6.5,1.8,2.0,Home,-100.0,-100.0,250.0,1.0838264299802762,8.38264299802762
2004-2005,Norwich,Bolton,H,0.0,0.0,2.75,3.2,2.5,2.0,1.8,Away,-100.0,175.0,-100.0,1.4035087719298245,-100.0
2004-2005,Southampton,Middlesbrough,D,0.0,0.0,2.87,3.2,2.4,2.1,1.7,Away,-100.0,-100.0,220.0,1.3714285714285712,37.14285714285711
2004-2005,West Brom,Charlton,A,0.0,0.0,2.5,3.1,2.8,2.15,1.66,Home,-100.0,180.0,-100.0,1.3839285714285714,-100.0
2004-2005,Arsenal,Chelsea,D,0.0,0.0,2.5,3.1,2.8,2.1,1.7,Home,-100.0,-100.0,210.0,1.3839285714285714,38.39285714285714
2004-2005,Aston Villa,Birmingham,A,0.0,0.0,2.0,3.1,4.0,2.25,1.61,Home,-100.0,300.0,-100.0,1.215686274509804,-100.0
2004-2005,Fulham,Man United,D,0.0,0.0,6.5,3.5,1.57,1.9,1.9,Away,-100.0,-100.0,250.0,1.0838264299802762,8.38264299802762
2004-2005,Liverpool,Portsmouth,D,0.0,0.0,1.44,4.0,7.5,1.95,1.85,Home,-100.0,-100.0,300.0,1.0588235294117647,5.882352941176478
2004-2005,Birmingham,West Brom,H,0.0,0.0,1.8,3.1,5.0,2.15,1.66,Home,80.0,-100.0,-100.0,1.1387755102040815,13.877551020408148
2004-2005,Blackburn,Everton,D,0.0,0.0,2.75,3.2,2.5,2.15,1.66,Away,-100.0,-100.0,220.0,1.4035087719298245,40.35087719298244
2004-2005,Bolton,Man City,A,0.0,0.0,2.2,3.2,3.25,2.0,1.8,Home,-100.0,225.0,-100.0,1.3037037037037036,-100.0
2004-2005,Chelsea,Norwich,H,0.0,0.0,1.16,6.5,15.0,1.7,2.1,Home,15.999999999999986,-100.0,-100.0,0.9843342036553524,-1.566579634464759
2004-2005,Man United,Crystal Palace,H,0.0,0.0,1.22,5.5,13.0,1.75,2.05,Home,22.0,-100.0,-100.0,0.9985119047619048,-0.1488095238095184
2004-2005,Middlesbrough,Aston Villa,H,0.0,0.0,1.9,3.1,4.33,2.05,1.75,Home,90.0,-100.0,-100.0,1.178,17.799999999999997
2004-2005,Tottenham,Southampton,H,0.0,0.0,1.72,3.4,5.0,2.0,1.8,Home,72.0,-100.0,-100.0,1.1421875,14.218749999999986
2004-2005,Liverpool,Newcastle,H,0.0,1.0,1.9,3.1,4.33,2.05,1.75,Home,90.0,-100.0,-100.0,1.178,17.799999999999997
2004-2005,Portsmouth,Arsenal,A,0.0,0.0,6.5,3.5,1.57,1.8,2.0,Away,57.0,-100.0,-100.0,1.0838264299802762,8.38264299802762
2004-2005,Charlton,Fulham,H,0.0,0.0,2.0,3.2,3.75,2.1,1.7,Home,100.0,-100.0,-100.0,1.2307692307692308,23.07692307692308
2004-2005,Arsenal,Fulham,H,0.0,0.0,1.25,5.0,13.0,1.61,2.25,Home,25.0,-100.0,-100.0,1.0,0.0
2004-2005,Birmingham,Middlesbrough,H,0.0,0.0,2.62,3.2,2.62,2.05,1.75,Away,-100.0,162.0,-100.0,1.440549828178694,-100.0
2004-2005,Blackburn,Newcastle,D,0.0,0.0,2.6,3.25,2.6,2.0,1.8,Away,-100.0,-100.0,225.0,1.4444444444444444,44.44444444444443
2004-2005,Chelsea,Aston Villa,H,0.0,0.0,1.3,4.5,12.0,1.7,2.1,Home,30.0,-100.0,-100.0,1.0086206896551726,0.8620689655172669
2004-2005,Crystal Palace,Portsmouth,A,0.0,0.0,2.5,3.2,2.75,2.1,1.7,Home,-100.0,175.0,-100.0,1.4035087719298245,-100.0
2004-2005,Everton,Man City,H,0.0,1.0,1.9,3.25,4.0,2.3,1.6,Home,90.0,-100.0,-100.0,1.199029126213592,19.902912621359192
2004-2005,Man United,Bolton,H,0.0,0.0,1.28,5.0,10.0,1.6,2.3,Home,28.0,-100.0,-100.0,1.019108280254777,1.9108280254777128
2004-2005,Norwich,Tottenham,A,0.0,0.0,3.0,3.25,2.3,2.1,1.7,Away,129.99999999999997,-100.0,-100.0,1.3468468468468466,34.68468468468467
2004-2005,Southampton,Charlton,D,0.0,0.0,2.6,3.25,2.6,2.05,1.75,Away,-100.0,-100.0,225.0,1.4444444444444444,44.44444444444443
2004-2005,West Brom,Liverpool,A,1.0,0.0,5.5,3.4,1.66,2.05,1.75,Away,66.0,-100.0,-100.0,1.1154150197628458,11.541501976284579
2004-2005,Aston Villa,Man United,A,0.0,0.0,4.75,3.5,1.72,2.0,1.8,Away,72.0,-100.0,-100.0,1.1532567049808429,15.325670498084293
2004-2005,Bolton,Blackburn,A,0.0,0.0,2.0,3.2,3.75,2.05,1.75,Home,-100.0,275.0,-100.0,1.2307692307692308,-100.0
2004-2005,Charlton,Everton,H,0.0,1.0,2.62,3.2,2.6,2.2,1.65,Away,-100.0,162.0,-100.0,1.4344827586206896,-100.0
2004-2005,Fulham,Birmingham,A,0.0,0.0,2.37,3.2,2.9,2.2,1.65,Home,-100.0,190.0,-100.0,1.361579892280072,-100.0
2004-2005,Liverpool,Southampton,H,0.0,0.0,1.36,4.33,9.0,1.8,2.0,Home,36.0,-100.0,-100.0,1.03493848857645,3.4938488576450055
2004-2005,Man City,West Brom,D,0.0,1.0,1.53,3.75,6.5,1.85,1.95,Home,-100.0,-100.0,275.0,1.0866477272727273,8.664772727272734
2004-2005,Middlesbrough,Norwich,H,0.0,0.0,1.5,3.75,7.0,1.85,1.95,Home,50.0,-100.0,-100.0,1.0714285714285714,7.142857142857139
2004-2005,Portsmouth,Chelsea,A,0.0,0.0,6.5,3.75,1.53,1.85,1.95,Away,53.0,-100.0,-100.0,1.0866477272727273,8.664772727272734
2004-2005,Tottenham,Crystal Palace,D,0.0,0.0,1.57,3.5,6.5,1.85,1.95,Home,-100.0,-100.0,250.0,1.0838264299802762,8.38264299802762
2004-2005,Newcastle,Arsenal,A,0.0,0.0,3.75,3.5,1.9,1.8,2.0,Away,90.0,-100.0,-100.0,1.2314814814814816,23.148148148148167
2004-2005,Aston Villa,Blackburn,H,0.0,0.0,1.9,3.1,4.33,2.2,1.61,Home,90.0,-100.0,-100.0,1.178,17.799999999999997
2004-2005,Bolton,West Brom,D,0.0,0.0,1.66,3.4,5.5,2.05,1.75,Home,-100.0,-100.0,240.0,1.1154150197628458,11.541501976284579
2004-2005,Charlton,Arsenal,A,0.0,0.0,6.0,3.4,1.61,1.85,1.95,Away,61.0,-100.0,-100.0,1.0926147704590818,9.26147704590818
2004-2005,Fulham,Crystal Palace,H,0.0,0.0,2.0,3.2,3.75,2.05,1.75,Home,100.0,-100.0,-100.0,1.2307692307692308,23.07692307692308
2004-2005,Liverpool,Chelsea,A,0.0,0.0,3.1,3.2,2.25,2.15,1.66,Away,125.0,-100.0,-100.0,1.3211009174311927,32.110091743119284
2004-2005,Man City,Southampton,H,0.0,0.0,1.72,3.4,5.0,2.05,1.75,Home,72.0,-100.0,-100.0,1.1421875,14.218749999999986
2004-2005,Middlesbrough,Man United,A,0.0,0.0,3.5,3.2,2.1,2.05,1.75,Away,110.0,-100.0,-100.0,1.2679245283018867,26.79245283018868
2004-2005,Newcastle,Birmingham,H,0.0,0.0,1.9,3.1,4.33,1.95,1.85,Home,90.0,-100.0,-100.0,1.178,17.799999999999997
2004-2005,Portsmouth,Norwich,D,0.0,1.0,1.66,3.4,5.5,2.0,1.8,Home,-100.0,-100.0,240.0,1.1154150197628458,11.541501976284579
2004-2005,Tottenham,Everton,H,0.0,0.0,2.25,3.2,3.1,2.1,1.7,Home,125.0,-100.0,-100.0,1.3211009174311927,32.110091743119284
2004-2005,Blackburn,Charlton,H,0.0,0.0,2.3,3.2,2.7,,,Home,129.99999999999997,-100.0,-100.0,1.338181818181818,33.818181818181785
2004-2005,Crystal Palace,Aston Villa,H,0.0,0.0,2.5,3.2,2.5,,,Away,-100.0,150.0,-100.0,1.4035087719298245,-100.0
